[Header]	
System	UBCECO_TOCVcsh	
File Ver.	2.00	
User		
Date of Creation	5/21/2019 7:26:51 PM	
Comments		

[System]	
Detector	Combustion	
Catalyst	High Sensitivity	
ASI Tray	40 mL Vials	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC	NPOC_11	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 10:09:33 PM	1	3	NPOC	5.304	5.349	1.951	NPOC:1.968mg/L	0	80	
Unknown	NPOC	NPOC_11	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 10:11:54 PM	1	4	NPOC	5.346	5.349	1.967	NPOC:1.968mg/L	0	80	
Unknown	NPOC	NPOC_12	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 10:17:05 PM	1	1	NPOC	4.519	4.483	1.662	NPOC:1.649mg/L	0	80	
Unknown	NPOC	NPOC_12	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 10:19:23 PM	1	2	NPOC	5.302	4.483	1.950	NPOC:1.649mg/L	1	80	
Unknown	NPOC	NPOC_12	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 10:21:38 PM	1	3	NPOC	5.274	4.483	1.940	NPOC:1.649mg/L	1	80	
Unknown	NPOC	NPOC_12	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 10:23:51 PM	1	4	NPOC	4.356	4.483	1.602	NPOC:1.649mg/L	0	80	
Unknown	NPOC	NPOC_12	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 10:25:58 PM	1	5	NPOC	4.574	4.483	1.683	NPOC:1.649mg/L	0	80	
Unknown	NPOC	NPOC_13	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 10:31:00 PM	1	1	NPOC	4.268	4.909	1.570	NPOC:1.806mg/L	1	80	
Unknown	NPOC	NPOC_13	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 10:33:13 PM	1	2	NPOC	4.873	4.909	1.793	NPOC:1.806mg/L	0	80	
Unknown	NPOC	NPOC_13	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 10:35:19 PM	1	3	NPOC	4.384	4.909	1.613	NPOC:1.806mg/L	1	80	
