Trip,Parameters,UNITS,MAC,AO,OG,site,metals_values,NPOC_ppm,sample_type,sample,dt_sampled,fillStage_cm,analysis,NO3.Neq_ppm,TOCeq_ppm,DOCeq_ppm,SAC254_Abs.m,pseudo254,SlopeRatio,E2E3,E4E6,two_seasons,SUVA,pseudo_SUVA,Site,metal_parameters
4,Total Molybdenum (Mo),ug/L,NA,NA,NA,LEECHHEAD,NA,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Molybdenum (Mo)
4,Total Molybdenum (Mo),ug/L,NA,NA,NA,CRAGGCREEK,NA,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Molybdenum (Mo)
4,Total Molybdenum (Mo),ug/L,NA,NA,NA,CHRISCREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Molybdenum (Mo)
4,Total Nickel (Ni),ug/L,NA,NA,NA,WESTLEECH,NA,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Nickel (Ni)
4,Total Nickel (Ni),ug/L,NA,NA,NA,WEEKSOUT,NA,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Nickel (Ni)
4,Total Nickel (Ni),ug/L,NA,NA,NA,TUNNEL,NA,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Nickel (Ni)
4,Total Nickel (Ni),ug/L,NA,NA,NA,LEECHHEAD,NA,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Nickel (Ni)
4,Total Nickel (Ni),ug/L,NA,NA,NA,CRAGGCREEK,NA,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Nickel (Ni)
4,Total Nickel (Ni),ug/L,NA,NA,NA,CHRISCREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Nickel (Ni)
4,Total Selenium (Se),ug/L,50,NA,NA,WESTLEECH,NA,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Selenium (Se)
4,Total Selenium (Se),ug/L,50,NA,NA,WEEKSOUT,NA,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Selenium (Se)
4,Total Selenium (Se),ug/L,50,NA,NA,TUNNEL,NA,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Selenium (Se)
4,Total Selenium (Se),ug/L,50,NA,NA,LEECHHEAD,NA,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Selenium (Se)
4,Total Selenium (Se),ug/L,50,NA,NA,CRAGGCREEK,NA,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Selenium (Se)
4,Total Selenium (Se),ug/L,50,NA,NA,CHRISCREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Selenium (Se)
4,Total Silicon (Si),ug/L,NA,NA,NA,WESTLEECH,2740,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Silicon (Si)
4,Total Silicon (Si),ug/L,NA,NA,NA,WEEKSOUT,2150,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Silicon (Si)
4,Total Silicon (Si),ug/L,NA,NA,NA,TUNNEL,2410,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Silicon (Si)
4,Total Silicon (Si),ug/L,NA,NA,NA,LEECHHEAD,2200,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Silicon (Si)
4,Total Silicon (Si),ug/L,NA,NA,NA,CRAGGCREEK,2000,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Silicon (Si)
4,Total Silicon (Si),ug/L,NA,NA,NA,CHRISCREEK,2240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Silicon (Si)
4,Total Silver (Ag),ug/L,NA,NA,NA,WESTLEECH,NA,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Silver (Ag)
4,Total Silver (Ag),ug/L,NA,NA,NA,WEEKSOUT,NA,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Silver (Ag)
4,Total Silver (Ag),ug/L,NA,NA,NA,TUNNEL,NA,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Silver (Ag)
4,Total Silver (Ag),ug/L,NA,NA,NA,LEECHHEAD,0.026,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Silver (Ag)
4,Total Silver (Ag),ug/L,NA,NA,NA,CRAGGCREEK,NA,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Silver (Ag)
4,Total Silver (Ag),ug/L,NA,NA,NA,CHRISCREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Silver (Ag)
4,Total Strontium (Sr),ug/L,NA,NA,NA,WESTLEECH,14.4,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Strontium (Sr)
4,Total Strontium (Sr),ug/L,NA,NA,NA,WEEKSOUT,12.9,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Strontium (Sr)
4,Total Strontium (Sr),ug/L,NA,NA,NA,TUNNEL,16,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Strontium (Sr)
4,Total Strontium (Sr),ug/L,NA,NA,NA,LEECHHEAD,12.8,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Strontium (Sr)
4,Total Strontium (Sr),ug/L,NA,NA,NA,CRAGGCREEK,11,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Strontium (Sr)
4,Total Strontium (Sr),ug/L,NA,NA,NA,CHRISCREEK,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Strontium (Sr)
4,Total Thallium (Tl),ug/L,NA,NA,NA,WESTLEECH,NA,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Thallium (Tl)
4,Total Thallium (Tl),ug/L,NA,NA,NA,WEEKSOUT,NA,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Thallium (Tl)
4,Total Thallium (Tl),ug/L,NA,NA,NA,TUNNEL,NA,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Thallium (Tl)
4,Total Thallium (Tl),ug/L,NA,NA,NA,LEECHHEAD,NA,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Thallium (Tl)
4,Total Thallium (Tl),ug/L,NA,NA,NA,CRAGGCREEK,NA,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Thallium (Tl)
4,Total Thallium (Tl),ug/L,NA,NA,NA,CHRISCREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Thallium (Tl)
4,Total Tin (Sn),ug/L,NA,NA,NA,WESTLEECH,NA,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Tin (Sn)
4,Total Tin (Sn),ug/L,NA,NA,NA,WEEKSOUT,NA,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Tin (Sn)
4,Total Tin (Sn),ug/L,NA,NA,NA,TUNNEL,NA,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Tin (Sn)
4,Total Tin (Sn),ug/L,NA,NA,NA,LEECHHEAD,NA,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Tin (Sn)
4,Total Tin (Sn),ug/L,NA,NA,NA,CRAGGCREEK,NA,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Tin (Sn)
4,Total Tin (Sn),ug/L,NA,NA,NA,CHRISCREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Tin (Sn)
4,Total Titanium (Ti),ug/L,NA,NA,NA,WESTLEECH,NA,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Titanium (Ti)
4,Total Titanium (Ti),ug/L,NA,NA,NA,WEEKSOUT,NA,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Titanium (Ti)
4,Total Titanium (Ti),ug/L,NA,NA,NA,TUNNEL,NA,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Titanium (Ti)
4,Total Titanium (Ti),ug/L,NA,NA,NA,LEECHHEAD,NA,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Titanium (Ti)
4,Total Titanium (Ti),ug/L,NA,NA,NA,CRAGGCREEK,NA,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Titanium (Ti)
4,Total Titanium (Ti),ug/L,NA,NA,NA,CHRISCREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Titanium (Ti)
4,Total Uranium (U),ug/L,20,NA,NA,WESTLEECH,NA,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Uranium (U)
4,Total Uranium (U),ug/L,20,NA,NA,WEEKSOUT,NA,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Uranium (U)
4,Total Uranium (U),ug/L,20,NA,NA,TUNNEL,NA,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Uranium (U)
4,Total Uranium (U),ug/L,20,NA,NA,LEECHHEAD,NA,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Uranium (U)
4,Total Uranium (U),ug/L,20,NA,NA,CRAGGCREEK,NA,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Uranium (U)
4,Total Uranium (U),ug/L,20,NA,NA,CHRISCREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Uranium (U)
4,Total Vanadium (V),ug/L,NA,NA,NA,WESTLEECH,NA,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Vanadium (V)
4,Total Vanadium (V),ug/L,NA,NA,NA,WEEKSOUT,NA,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Vanadium (V)
4,Total Vanadium (V),ug/L,NA,NA,NA,TUNNEL,NA,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Vanadium (V)
4,Total Vanadium (V),ug/L,NA,NA,NA,LEECHHEAD,NA,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Vanadium (V)
4,Total Vanadium (V),ug/L,NA,NA,NA,CRAGGCREEK,NA,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Vanadium (V)
4,Total Vanadium (V),ug/L,NA,NA,NA,CHRISCREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Vanadium (V)
4,Total Zinc (Zn),ug/L,NA,5000,NA,WESTLEECH,NA,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Zinc (Zn)
4,Total Zinc (Zn),ug/L,NA,5000,NA,WEEKSOUT,NA,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Zinc (Zn)
4,Total Zinc (Zn),ug/L,NA,5000,NA,TUNNEL,NA,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Zinc (Zn)
4,Total Zinc (Zn),ug/L,NA,5000,NA,LEECHHEAD,9.2,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Zinc (Zn)
4,Total Zinc (Zn),ug/L,NA,5000,NA,CRAGGCREEK,6.5,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Zinc (Zn)
4,Total Zinc (Zn),ug/L,NA,5000,NA,CHRISCREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Zinc (Zn)
4,Total Zirconium (Zr),ug/L,NA,NA,NA,WESTLEECH,NA,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Zirconium (Zr)
4,Total Zirconium (Zr),ug/L,NA,NA,NA,WEEKSOUT,NA,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Zirconium (Zr)
4,Total Zirconium (Zr),ug/L,NA,NA,NA,TUNNEL,NA,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Zirconium (Zr)
4,Total Zirconium (Zr),ug/L,NA,NA,NA,LEECHHEAD,NA,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Zirconium (Zr)
4,Total Zirconium (Zr),ug/L,NA,NA,NA,CRAGGCREEK,NA,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Zirconium (Zr)
4,Total Zirconium (Zr),ug/L,NA,NA,NA,CHRISCREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Zirconium (Zr)
4,Total Calcium (Ca),mg/L,NA,NA,NA,WESTLEECH,2.05,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Calcium (Ca)
4,Total Calcium (Ca),mg/L,NA,NA,NA,WEEKSOUT,1.92,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Calcium (Ca)
4,Total Calcium (Ca),mg/L,NA,NA,NA,TUNNEL,2.57,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Calcium (Ca)
4,Total Calcium (Ca),mg/L,NA,NA,NA,LEECHHEAD,2.05,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Calcium (Ca)
4,Total Calcium (Ca),mg/L,NA,NA,NA,CRAGGCREEK,2.28,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Calcium (Ca)
4,Total Calcium (Ca),mg/L,NA,NA,NA,CHRISCREEK,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Calcium (Ca)
4,Total Magnesium (Mg),mg/L,NA,NA,NA,WESTLEECH,0.443,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Magnesium (Mg)
4,Total Magnesium (Mg),mg/L,NA,NA,NA,WEEKSOUT,0.534,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Magnesium (Mg)
4,Total Magnesium (Mg),mg/L,NA,NA,NA,TUNNEL,0.543,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Magnesium (Mg)
4,Total Magnesium (Mg),mg/L,NA,NA,NA,LEECHHEAD,0.542,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Magnesium (Mg)
4,Total Magnesium (Mg),mg/L,NA,NA,NA,CRAGGCREEK,0.571,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Magnesium (Mg)
4,Total Magnesium (Mg),mg/L,NA,NA,NA,CHRISCREEK,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Magnesium (Mg)
4,Total Potassium (K),mg/L,NA,NA,NA,WESTLEECH,0.225,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Potassium (K)
4,Total Potassium (K),mg/L,NA,NA,NA,WEEKSOUT,0.115,8.753,Grab,Grab,2018-12-07T20:15:00Z,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WEEKSOUT,Total Potassium (K)
4,Total Potassium (K),mg/L,NA,NA,NA,TUNNEL,0.131,4.113,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439,TUNNEL,Total Potassium (K)
4,Total Potassium (K),mg/L,NA,NA,NA,LEECHHEAD,0.107,5.832,Grab,Grab,2018-12-07T18:30:00Z,109,DOC,0.339,11.32,9.147,NaN,27.138599999999997,1.0000763028061175,4.3293913470842105,-0.9922319323068387,wet,4.653395061728395,4.653395061728395,LEECHHEAD,Total Potassium (K)
4,Total Potassium (K),mg/L,NA,NA,NA,CRAGGCREEK,NA,3.065,Grab,Grab,2018-12-07T16:45:00Z,29,DOC,0.01,6.101,4.983,NaN,23.56885,0.9993439892354439,3.9800812347684804,11.591228070175438,wet,7.689673735725939,7.689673735725939,CRAGGCREEK,Total Potassium (K)
4,Total Potassium (K),mg/L,NA,NA,NA,CHRISCREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRISCREEK,Total Potassium (K)
4,Total Sodium (Na),mg/L,NA,200,NA,WESTLEECH,2.14,2.698,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972,WESTLEECH,Total Sodium (Na)
