site,trip,sample_type,sample,sampleStage_cm,analysis,NPOC_ppm,DateTime,corr_stage_cm,NO3.Neq_ppm,TOCeq_ppm,DOCeq_ppm,SAC254_Abs.m,pseudo254,SlopeRatio,E2E3,E4E6,two_seasons,SUVA,pseudo_SUVA,DateTime_sampled,Date,event_ID,rain_season,collection,Date_sampled,Date_collected,HoldTime_days
Weeks,6,Rack,L1,50,DOC,6.093,NA,50.480000000000004,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-15T23:40:00Z,2019-01-15,7,wet,2019-02-06T08:00:00Z,2019-01-15,2019-02-06,22
Weeks,6,Rack,L2,70,DOC,5.897,NA,69.63,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-10T03:20:00Z,2019-01-09,7,wet,2019-02-06T08:00:00Z,2019-01-09,2019-02-06,28
LeechHead,6,Rack,L1,134,DOC,3.95,NA,133.643,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-10T07:45:00Z,2019-01-09,7,wet,2019-02-06T08:00:00Z,2019-01-09,2019-02-06,28
ChrisCrk,6,Rack,L1,38,DOC,3.339,NA,37.674,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-10T02:30:00Z,2019-01-09,7,wet,2019-02-06T08:00:00Z,2019-01-09,2019-02-06,28
CraggCrk,6,Rack,L1,51,DOC,3.548,NA,50.62,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-10T02:10:00Z,2019-01-09,7,wet,2019-02-06T08:00:00Z,2019-01-09,2019-02-06,28
CraggCrk,6,Rack,L2,65,DOC,3.04,NA,64.57,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-19T22:50:00Z,2019-01-19,8,wet,2019-02-06T08:00:00Z,2019-01-19,2019-02-06,18
WestLeech,6,Rack,L1,47,DOC,3.009,NA,46.550000000000004,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-10T02:35:00Z,2019-01-09,7,wet,2019-02-06T08:00:00Z,2019-01-09,2019-02-06,28
WestLeech,6,Rack,L2,71,DOC,3.184,NA,70.83,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-23T10:15:00Z,2019-01-23,8,wet,2019-02-06T08:00:00Z,2019-01-23,2019-02-06,14
Tunnel,6,Rack,L1,35,DOC,2.791,NA,35.449999999999996,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-13T05:20:00Z,2019-01-12,7,wet,2019-02-06T08:00:00Z,2019-01-12,2019-02-06,25
Tunnel,6,Rack,L2,49,DOC,3.168,NA,48.769999999999996,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-09T18:40:00Z,2019-01-09,7,wet,2019-02-06T08:00:00Z,2019-01-09,2019-02-06,28
Tunnel,6,Rack,L4,75,DOC,2.693,NA,74.61,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-23T09:40:00Z,2019-01-23,8,wet,2019-02-06T08:00:00Z,2019-01-23,2019-02-06,14
WestLeech,7,Rack,L1,32,DOC,2.891,NA,31.560000000000002,0.14,6.206,4.644,NaN,14.882449999999999,1.0001567909192295,3.5032892490496463,-10.260768335273573,wet,5.147855413351781,5.147855413351781,2019-03-19T22:55:00Z,2019-03-19,NA,wet,2019-04-11T08:00:00Z,2019-03-19,2019-04-11,23
CraggCrk,8,Rack,L1,39,DOC,3.245,NA,38.65,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-04-14T01:40:00Z,2019-04-13,NA,wet,2019-05-16T08:00:00Z,2019-04-13,2019-05-16,33
Tunnel,8,Rack,L1,24,DOC,3.646,NA,23.849999999999998,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-04-13T21:55:00Z,2019-04-13,NA,wet,2019-05-16T08:00:00Z,2019-04-13,2019-05-16,33
Tunnel,8,Rack,L2,35,DOC,2.712,NA,34.78,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-04-19T06:55:00Z,2019-04-18,NA,wet,2019-05-16T08:00:00Z,2019-04-18,2019-05-16,28
WestLeech,8,Rack,L1,31,DOC,2.663,NA,30.520000000000003,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-04-13T17:15:00Z,2019-04-13,NA,wet,2019-05-16T08:00:00Z,2019-04-13,2019-05-16,33
WestLeech,8,Rack,L2,48,DOC,4.501,NA,47.79,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-04-19T11:15:00Z,2019-04-19,NA,wet,2019-05-16T08:00:00Z,2019-04-19,2019-05-16,27
Weeks,15,Rack,L1,28,DOC,12.91,NA,28.05,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA,2019-09-13T00:40:00Z,2019-09-12,9,wet,2019-09-21T08:00:00Z,2019-09-12,2019-09-21,9
WestLeech,15,Rack,L1,26,DOC,10.01,NA,25.54,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA,2019-09-18T08:30:00Z,2019-09-18,9,wet,2019-09-21T08:00:00Z,2019-09-18,2019-09-21,3
Weeks,16,Rack,L1,31,DOC,17.86,NA,30.56,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA,2019-09-26T10:43:00Z,2019-09-26,9,wet,2019-10-12T08:00:00Z,2019-09-26,2019-10-12,16
LeechHead,16,Rack,L1,88,DOC,9.223,NA,88.423,0.03833333333333333,4.548666666666667,3.6266666666666665,8.845333333333333,10.938483333333334,1.0009440044234916,3.8596718627417537,-0.265947888589398,dry,0.9590516462467019,1.1860005782644838,2019-09-22T08:10:00Z,2019-09-22,9,wet,2019-10-12T08:00:00Z,2019-09-22,2019-10-12,20
WestLeech,16,Rack,L1,23,DOC,9.442,NA,22.53,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA,2019-10-07T16:17:00Z,2019-10-07,9,wet,2019-10-12T08:00:00Z,2019-10-07,2019-10-12,5
LeechHead,17,Rack,L1,98,DOC,7.903,NA,97.533,0.526,12.899,10.487,25.577,30.93035,0.9998397182213563,4.49527948240913,-5.53714813105676,wet,3.236365936985955,3.9137479438188034,2019-10-16T09:20:00Z,2019-10-16,10,wet,2019-10-24T08:00:00Z,2019-10-16,2019-10-24,8
LeechHead,17,Rack,L2,117,DOC,9.808,NA,116.63300000000001,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-10-17T17:20:00Z,2019-10-17,10,wet,2019-10-24T08:00:00Z,2019-10-17,2019-10-24,7
LeechHead,17,Rack,L3,131,DOC,10.57,NA,130.94299999999998,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-10-18T01:20:00Z,2019-10-17,10,wet,2019-10-24T08:00:00Z,2019-10-17,2019-10-24,7
Weeks,17,Rack,L1,43,DOC,14.47,NA,42.61,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-10-17T13:43:00Z,2019-10-17,10,wet,2019-10-24T08:00:00Z,2019-10-17,2019-10-24,7
Weeks,17,Rack,L2,58,DOC,15.03,NA,57.730000000000004,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-10-18T02:23:00Z,2019-10-17,10,wet,2019-10-24T08:00:00Z,2019-10-17,2019-10-24,7
Weeks,17,Rack,L3,71,DOC,16.12,NA,70.52,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-10-18T13:23:00Z,2019-10-18,10,wet,2019-10-24T08:00:00Z,2019-10-18,2019-10-24,6
ChrisCrk,17,Rack,L1,28,DOC,6.001,NA,27.554000000000002,0.435,10.522,8.81,21.487,13.024450000000002,1.0015723974397448,4.731757017882866,0.14591467823571946,wet,3.5805699050158304,2.1703799366772207,2019-10-17T21:55:00Z,2019-10-17,10,wet,2019-10-24T08:00:00Z,2019-10-17,2019-10-24,7
ChrisCrk,17,Rack,L2,38,DOC,9.055,NA,38.374,0.753,15.197,12.594,30.717,25.2442,0.999586592533445,4.637835174889155,-2.345764854614412,wet,3.392269464384318,2.7878741027056875,2019-10-22T00:25:00Z,2019-10-21,10,wet,2019-10-24T08:00:00Z,2019-10-21,2019-10-24,3
CraggCrk,17,Rack,L1,25,DOC,4.313,NA,24.66,0.157,6.596,5.559,13.559,20.868499999999997,1.0003290112122465,4.7054563643085485,-0.4895206852560598,wet,3.14375144910735,4.8385114769302104,2019-10-17T09:43:00Z,2019-10-17,10,wet,2019-10-24T08:00:00Z,2019-10-17,2019-10-24,7
CraggCrk,17,Rack,L2,43,DOC,6.593,NA,43.23,0.597,11.078,9.383,22.886,15.85915,0.9996966551924946,4.661907046307531,-0.6714905933429811,wet,3.471257394205976,2.4054527529197633,2019-10-17T23:23:00Z,2019-10-17,10,wet,2019-10-24T08:00:00Z,2019-10-17,2019-10-24,7
CraggCrk,17,Rack,L3,65,DOC,7.396,NA,65.09,0.486,12.03,10.198,24.873,26.57595,0.9993839520081237,4.836504617529186,-1.7939972714870396,wet,3.3630340724716064,3.59328691184424,2019-10-22T03:33:00Z,2019-10-21,10,wet,2019-10-24T08:00:00Z,2019-10-21,2019-10-24,3
Tunnel,17,Rack,L1,0,DOC,4.855,NA,0.33000000000000007,0.109,7.577,6.219,15.169,19.22555,1.000072942441973,4.660572337042926,-1.102239789196311,wet,3.124407826982492,3.959948506694129,2019-10-13T08:07:00Z,2019-10-13,9,wet,2019-10-24T08:00:00Z,2019-10-13,2019-10-24,11
Tunnel,17,Rack,L2,6,DOC,4.692,NA,5.57,0.181,8.652,7.06,17.219,18.21365,0.9998617006453073,4.26355384372818,-3.4700485698866705,wet,3.6698635976129586,3.8818520886615517,2019-10-17T04:47:00Z,2019-10-16,10,wet,2019-10-24T08:00:00Z,2019-10-16,2019-10-24,8
Tunnel,17,Rack,L3,19,DOC,7.485,NA,18.93,0.567,13.351,11.04,26.926,20.788899999999998,0.9996393312891534,4.321496967762528,-2.0137765798143157,wet,3.5973279893119567,2.777408149632598,2019-10-17T17:17:00Z,2019-10-17,10,wet,2019-10-24T08:00:00Z,2019-10-17,2019-10-24,7
Tunnel,17,Rack,L4,39,DOC,7.78,NA,39.49,0.607,13.618,11.272,27.492,32.041349999999994,0.9996578578715575,4.50305230603738,-4.373169766521567,wet,3.533676092544987,4.118425449871465,2019-10-17T23:47:00Z,2019-10-17,10,wet,2019-10-24T08:00:00Z,2019-10-17,2019-10-24,7
Tunnel,17,Rack,L5,56,DOC,8.12,NA,56.12,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-10-18T06:47:00Z,2019-10-17,10,wet,2019-10-24T08:00:00Z,2019-10-17,2019-10-24,7
Tunnel,17,Rack,L6,71,DOC,5.896,NA,71.04,0.371,10.766,8.783,21.421,35.873900000000006,0.9997351328919339,4.217294676229922,3.4655712050078247,wet,3.6331411126187243,6.084447082767979,2019-10-22T03:17:00Z,2019-10-21,10,wet,2019-10-24T08:00:00Z,2019-10-21,2019-10-24,3
WestLeech,17,Rack,L1,23,DOC,5.432,NA,22.58,0.238,9.715,8.048,19.628,19.4301,1.0004871048055624,4.5709289915298505,-0.4278581267217631,wet,3.6134020618556697,3.576969808541973,2019-10-16T17:17:00Z,2019-10-16,10,wet,2019-10-24T08:00:00Z,2019-10-16,2019-10-24,8
WestLeech,17,Rack,L2,36,DOC,9.742,NA,35.92,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-10-17T16:27:00Z,2019-10-17,10,wet,2019-10-24T08:00:00Z,2019-10-17,2019-10-24,7
WestLeech,17,Rack,L3,53,DOC,9.471,NA,53.45,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-10-18T00:17:00Z,2019-10-17,10,wet,2019-10-24T08:00:00Z,2019-10-17,2019-10-24,7
WestLeech,17,Rack,L4,65,DOC,7.173,NA,65.33,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-10-22T01:57:00Z,2019-10-21,10,wet,2019-10-24T08:00:00Z,2019-10-21,2019-10-24,3
Weeks,19,Rack,L1,49,DOC,10.06,NA,48.55,0.791,19.438,15.792,38.516,46.31895,1.0000261374203698,4.442006785613037,-3.073690270581462,wet,3.8286282306163018,4.604269383697813,2019-11-17T01:23:00Z,2019-11-16,11,wet,2019-11-22T08:00:00Z,2019-11-16,2019-11-22,6
Weeks,19,Rack,L2,63,DOC,10.1,NA,62.53,0.766,19.096,15.286,37.283,45.48095,0.9999869054803959,4.3954489431761745,-5.306927798889213,wet,3.6913861386138618,4.503064356435644,2019-11-17T14:13:00Z,2019-11-17,11,wet,2019-11-22T08:00:00Z,2019-11-17,2019-11-22,5
Weeks,19,Rack,L3,79,DOC,10.62,NA,78.55,0.77,20.276,16.324,39.816,48.385400000000004,1.0000748073176682,4.384903538368371,-5.792803598200899,wet,3.7491525423728818,4.556064030131828,2019-11-18T12:13:00Z,2019-11-18,11,wet,2019-11-22T08:00:00Z,2019-11-18,2019-11-22,4
ChrisCrk,19,Rack,L1,28,DOC,5.634,NA,27.724000000000004,0.393,9.58,7.981,19.466,22.9861,0.9993290187398762,4.620445129588592,-0.82171581769437,wet,3.45509407170749,4.079889953851615,2019-11-17T13:05:00Z,2019-11-17,11,wet,2019-11-22T08:00:00Z,2019-11-17,2019-11-22,5
ChrisCrk,19,Rack,L2,37,DOC,6.746,NA,36.744,0.577,11.714,9.632,23.493,28.0665,0.9992244820946109,4.577896346219851,-1.7848900500762028,wet,3.482508152979543,4.160465461013934,2019-11-17T15:55:00Z,2019-11-17,11,wet,2019-11-22T08:00:00Z,2019-11-17,2019-11-22,5
LeechHead,19,Rack,L1,105,DOC,7.262,NA,104.613,0.524,13.799,11.194,27.303,33.06395,1.000149078251319,4.396444727620262,-5.444259567387687,wet,3.759708069402369,4.553008812999174,2019-11-17T01:50:00Z,2019-11-16,11,wet,2019-11-22T08:00:00Z,2019-11-16,2019-11-22,6
LeechHead,19,Rack,L2,117,DOC,8.115,NA,116.783,0.711,14.425,11.904,29.034,34.49395,0.9997250255313178,4.630149968623131,-1.6804459691252145,wet,3.577818853974122,4.250640788662969,2019-11-17T09:30:00Z,2019-11-17,11,wet,2019-11-22T08:00:00Z,2019-11-17,2019-11-22,5
CraggCrk,19,Rack,L1,24,DOC,3.528,NA,23.509999999999998,0.084,5.752,4.975,12.135,13.8284,1.0014889247765888,4.804516820801501,0.1594295991778006,wet,3.439625850340136,3.9196145124716555,2019-11-17T05:33:00Z,2019-11-16,11,wet,2019-11-22T08:00:00Z,2019-11-16,2019-11-22,6
CraggCrk,19,Rack,L2,41,DOC,4.624,NA,40.58,0.364,8.25,6.99,17.049,19.79185,1.000158758536078,4.820980002338908,-0.26377196869000147,wet,3.687067474048443,4.28024437716263,2019-11-17T11:13:00Z,2019-11-17,11,wet,2019-11-22T08:00:00Z,2019-11-17,2019-11-22,5
CraggCrk,19,Rack,L3,60,DOC,6.778,NA,60.089999999999996,0.635,11.603,9.773,23.835,27.82635,0.9993509067626845,4.764549395691014,-0.9075643951744375,wet,3.5165240483918563,4.105392446149307,2019-11-17T16:43:00Z,2019-11-17,11,wet,2019-11-22T08:00:00Z,2019-11-17,2019-11-22,5
WestLeech,19,Rack,L1,27,DOC,4.485,NA,26.730000000000004,0.214,8.33,6.959,16.973,19.99935,1.0002313052856195,4.498483929654335,-0.3952603861907548,wet,3.7843924191750276,4.459163879598662,2019-11-17T00:57:00Z,2019-11-16,11,wet,2019-11-22T08:00:00Z,2019-11-16,2019-11-22,6
WestLeech,19,Rack,L2,47,DOC,6.391,NA,46.760000000000005,0.572,12.252,9.935,24.232,29.311349999999997,0.9995017853781955,4.357042303590473,-1.9690807221415232,wet,3.79158191206384,4.586347989360037,2019-11-17T09:07:00Z,2019-11-17,11,wet,2019-11-22T08:00:00Z,2019-11-17,2019-11-22,5
WestLeech,19,Rack,L3,65,DOC,8.296,NA,64.65,0.84,15.764,12.783,31.178,37.6819,0.9995728146837786,4.38870590853455,-3.828390993959363,wet,3.7581967213114758,4.542176952748313,2019-11-17T12:27:00Z,2019-11-17,11,wet,2019-11-22T08:00:00Z,2019-11-17,2019-11-22,5
WestLeech,19,Rack,L4,76,DOC,9.479,NA,76.32000000000001,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-11-17T18:17:00Z,2019-11-17,11,wet,2019-11-22T08:00:00Z,2019-11-17,2019-11-22,5
Tunnel,19,Rack,L1,19,DOC,6.843,NA,19.4,0.505,11.777,9.723,23.716,28.268700000000003,0.999951191246345,4.568194873546444,-1.387858347386172,wet,3.4657314043548153,4.131039017974573,2019-11-22T09:07:00Z,2019-11-22,11,wet,2019-11-22T08:00:00Z,2019-11-22,2019-11-22,0
Tunnel,19,Rack,L2,35,DOC,5.372,NA,34.68,0.372,9.951,8.104,19.766,23.887050000000002,0.9996525275879888,4.287308855291577,-1.6934256055363321,wet,3.6794489947877884,4.4465841399851085,2019-11-17T09:37:00Z,2019-11-17,11,wet,2019-11-22T08:00:00Z,2019-11-17,2019-11-22,5
Tunnel,19,Rack,L3,54,DOC,6.39,NA,53.839999999999996,0.518,11.766,9.573,23.348,28.194499999999998,0.9994439952863674,4.348593997307812,-2.303146769156858,wet,3.653834115805947,4.4122848200312985,2019-11-17T11:57:00Z,2019-11-17,11,wet,2019-11-22T08:00:00Z,2019-11-17,2019-11-22,5
Tunnel,19,Rack,L4,68,DOC,9.024,NA,68.4,0.669,13.811,11.165,27.232,33.0838,0.9992584833165211,4.358845165516199,-11.565929565929565,wet,3.017730496453901,3.6662012411347518,2019-11-17T22:47:00Z,2019-11-17,11,wet,2019-11-22T08:00:00Z,2019-11-17,2019-11-22,5
Tunnel,19,Rack,L5,79,DOC,7.584,NA,79.33000000000001,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-11-17T16:37:00Z,2019-11-17,11,wet,2019-11-22T08:00:00Z,2019-11-17,2019-11-22,5
Tunnel,20,Rack,L1,33,DOC,3.752,NA,32.91,0.106,7.266,5.962,14.542,17.43965,1.0000533519689876,4.233394186209802,-1.0714119562688997,wet,3.875799573560768,4.6480943496801705,2019-11-25T03:37:00Z,2019-11-24,11,wet,2019-12-17T08:00:00Z,2019-11-24,2019-12-17,23
Tunnel,20,Rack,L2,53,DOC,5.286,NA,52.809999999999995,0.409,10.085,8.36,20.39,24.1933,0.9997269368062255,4.445588988815661,-0.8455192494338403,wet,3.8573590616723425,4.576863412788499,2019-12-12T17:07:00Z,2019-12-12,12,wet,2019-12-17T08:00:00Z,2019-12-12,2019-12-17,5
Tunnel,20,Rack,L3,69,DOC,5.648,NA,68.81,0.41,10.608,8.713,21.251,25.426650000000002,0.9994010512045891,4.426669339614761,-2.199508062312107,wet,3.7625708215297453,4.501885623229462,2019-12-12T23:17:00Z,2019-12-12,12,wet,2019-12-17T08:00:00Z,2019-12-12,2019-12-17,5
CraggCrk,20,Rack,L1,43,DOC,4.297,NA,42.66,0.14,7.492,6.398,15.606,17.992849999999997,1.0004082875658362,4.6961088024178315,-0.12758996728462377,wet,3.631836164766116,4.187305096579008,2019-12-12T10:03:00Z,2019-12-12,12,wet,2019-12-17T08:00:00Z,2019-12-12,2019-12-17,5
CraggCrk,20,Rack,L2,59,DOC,5.346,NA,59.05,0.369,9.676,8.148,19.873,23.21725,0.9993631108267423,4.554634855320032,-1.2119220308250227,wet,3.7173587729143285,4.3429199401421625,2019-12-12T20:53:00Z,2019-12-12,12,wet,2019-12-17T08:00:00Z,2019-12-12,2019-12-17,5
CraggCrk,20,Rack,L3,72,DOC,6.365,NA,71.59,0.42,10.587,8.791,21.442,25.3624,0.999465087226356,4.479166313649072,-6.5811209439528024,wet,3.368735271013354,3.9846661429693637,2019-12-13T05:03:00Z,2019-12-12,12,wet,2019-12-17T08:00:00Z,2019-12-12,2019-12-17,5
CraggCrk,21,Rack,L1,45,DOC,3.763,NA,44.69,0.066,6.469,5.517,13.457,15.5412,1.0007057896352258,4.676953476883735,-0.11180027911304077,wet,3.576136061652937,4.130002657454159,2019-12-19T01:33:00Z,2019-12-18,12,wet,2019-12-18T08:00:00Z,2019-12-18,2019-12-18,0
CraggCrk,21,Rack,L2,63,DOC,4.395,NA,NA,0.205,8.443,7.033,17.153,20.26445,0.999829516747589,4.487213939898053,-1.4961496149614963,wet,3.902844141069397,4.610796359499432,NA,NA,NA,wet,2019-12-18T08:00:00Z,NA,2019-12-18,NA
ChrisCrk,20,Rack,L1,26,DOC,4.785,NA,25.634,0.31,8.761,7.266,17.721,21.0191,0.9984534797871341,4.556006831625427,-0.9418094858509366,wet,3.703448275862069,4.392706374085685,2019-12-12T06:15:00Z,2019-12-11,12,wet,2019-12-17T08:00:00Z,2019-12-11,2019-12-17,6
ChrisCrk,20,Rack,L2,36,DOC,4.565,NA,35.634,0.187,8.031,6.76,16.489,19.292650000000002,0.9996632635016822,4.524396577028156,-0.6746761779613292,wet,3.612048192771084,4.226210295728368,2019-12-12T18:55:00Z,2019-12-12,12,wet,2019-12-17T08:00:00Z,2019-12-12,2019-12-17,5
LeechHead,20,Rack,L1,122,DOC,6.67,NA,121.623,0.584,12.747,10.458,25.508,30.58685,0.9994659193041076,4.4281761041272665,-3.2988293284041896,wet,3.824287856071964,4.585734632683658,2019-12-12T10:20:00Z,2019-12-12,12,wet,2019-12-17T08:00:00Z,2019-12-12,2019-12-17,5
LeechHead,20,Rack,L2,139,DOC,7.693,NA,138.643,0.58,12.561,10.306,25.138,30.1018,0.9996759718301702,4.500774526678141,-2.2333174451858917,wet,3.267645911867932,3.912881840634343,2019-12-13T03:20:00Z,2019-12-12,12,wet,2019-12-17T08:00:00Z,2019-12-12,2019-12-17,5
Weeks,20,Rack,L2,74,DOC,9.025,NA,73.64999999999999,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-12-12T22:33:00Z,2019-12-12,12,wet,2019-12-17T08:00:00Z,2019-12-12,2019-12-17,5
Weeks,20,Rack,L3,87,DOC,8.482,NA,86.58,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-12-13T16:33:00Z,2019-12-13,12,wet,2019-12-17T08:00:00Z,2019-12-13,2019-12-17,4
WestLeech,20,Rack,L1,34,DOC,3.744,NA,33.79,0.092,7.274,5.957,14.53,17.4897,1.0001942235486498,4.100957393711148,-1.442970073404856,wet,3.880876068376068,4.671394230769231,2019-11-24T04:27:00Z,2019-11-23,11,wet,2019-12-17T08:00:00Z,2019-11-23,2019-12-17,24
WestLeech,20,Rack,L2,50,DOC,4.825,NA,49.92,0.257,9.17,7.428,18.118,21.999200000000002,0.9995919126193162,4.124168394483007,-5.830322580645161,wet,3.7550259067357508,4.559419689119172,2019-11-24T07:27:00Z,2019-11-23,11,wet,2019-12-17T08:00:00Z,2019-11-23,2019-12-17,24
LeechHead,23,Rack,L1,134,DOC,5.655,NA,133.803,0.189,8.427,6.769,16.51,20.23135,1.000115330834902,4.208230699909882,-3.924007744433688,wet,2.9195402298850577,3.5776038903625107,2019-12-19T22:20:00Z,2019-12-19,13,wet,2020-02-20T08:00:00Z,2019-12-19,2020-02-20,63
LeechHead,23,Rack,L2,145,DOC,5.666,NA,144.78300000000002,0.125,7.696,6.315,15.403,18.49605,1.0002778843585394,4.327944989290948,-1.6871508379888267,wet,2.7184962936816097,3.2643928697493823,2019-12-20T02:20:00Z,2019-12-19,13,wet,2020-02-20T08:00:00Z,2019-12-19,2020-02-20,63
LeechHead,23,Rack,L3,160,DOC,5.261,NA,159.983,0.101,7.401,6.081,14.832,17.795299999999997,1.0003784340071322,4.231478296759992,-1.7954971857410884,wet,2.8192358867135527,3.382493822467211,2020-01-07T22:10:00Z,2020-01-07,15,wet,2020-02-20T08:00:00Z,2020-01-07,2020-02-20,44
LeechHead,23,Rack,L4,170,DOC,4.661,NA,170.02300000000002,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2020-01-23T16:50:00Z,2020-01-23,16,wet,2020-02-20T08:00:00Z,2020-01-23,2020-02-20,28
LeechHead,23,Rack,L6,200,DOC,4.288,NA,200.253,0.019,5.681,4.794,11.692,13.67015,1.0009346223588054,4.407507535502314,-0.3464015151515151,wet,2.7266791044776117,3.1880013992537313,2020-02-01T05:50:00Z,2020-01-31,17,wet,2020-02-20T08:00:00Z,2020-01-31,2020-02-20,20
Weeks,23,Rack,L1,74,DOC,4.222,NA,73.53999999999999,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-12-19T05:23:00Z,2019-12-18,12,wet,2020-02-20T08:00:00Z,2019-12-18,2020-02-20,64
Weeks,23,Rack,L2,83,DOC,4.255,NA,82.67,0.051,6.545,5.379,13.119,15.753499999999999,1.000352101397527,4.159069458969976,-2.3640054127198917,wet,3.083196239717979,3.7023501762632196,2019-12-20T01:03:00Z,2019-12-19,13,wet,2020-02-20T08:00:00Z,2019-12-19,2020-02-20,63
Weeks,23,Rack,L3,100,DOC,3.782,NA,99.57,0.04,6.339,5.121,12.489,15.24385,0.9999329064342735,4.112068292429014,-5.253554502369669,wet,3.302221047065045,4.0306319407720785,2020-02-01T04:53:00Z,2020-01-31,17,wet,2020-02-20T08:00:00Z,2020-01-31,2020-02-20,20
Weeks,23,Rack,L4,115,DOC,4.945,NA,NA,0.159,7.683,6.379,15.558,18.46835,1.00001719411029,4.479988804925832,-2.1397492625368733,wet,3.1462082912032354,3.734752275025278,NA,NA,NA,wet,2020-02-20T08:00:00Z,NA,2020-02-20,NA
Tunnel,23,Rack,L1,41,DOC,5.909,NA,40.58,0.05,6.961,5.577,13.603,16.7237,1.0001440977526912,3.920176330959648,-8.765981735159817,wet,2.3020815704857,2.8302081570485704,2019-12-19T04:37:00Z,2019-12-18,12,wet,2020-02-20T08:00:00Z,2019-12-18,2020-02-20,64
Tunnel,23,Rack,L2,57,DOC,4.937,NA,56.589999999999996,0.076,7.239,5.662,13.809,17.3925,0.9999899573254638,3.8832863263504636,-8.929085303186023,wet,2.797042738505165,3.522888393761393,2019-12-19T23:57:00Z,2019-12-19,13,wet,2020-02-20T08:00:00Z,2019-12-19,2020-02-20,63
Tunnel,23,Rack,L3,75,DOC,5.037,NA,75.49000000000001,0.075,7.039,5.57,13.584,16.9156,1.000025204817557,4.025539914714109,-3.3070447496677002,wet,2.6968433591423464,3.3582688108000798,2019-12-20T03:27:00Z,2019-12-19,13,wet,2020-02-20T08:00:00Z,2019-12-19,2020-02-20,63
Tunnel,23,Rack,L4,103,DOC,5.352,NA,103.26,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-12-20T16:37:00Z,2019-12-20,13,wet,2020-02-20T08:00:00Z,2019-12-20,2020-02-20,62
Tunnel,23,Rack,L5,125,DOC,5.101,NA,125.32,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2020-01-24T00:57:00Z,2020-01-23,16,wet,2020-02-20T08:00:00Z,2020-01-23,2020-02-20,28
Tunnel,23,Rack,L6,150,DOC,5.209,NA,149.93,0.098,7.455,5.858,14.289,17.90945,1.0000096391863054,3.923720046447799,-6.183118741058655,wet,2.7431368784795547,3.438174313687848,2020-01-31T23:27:00Z,2020-01-31,17,wet,2020-02-20T08:00:00Z,2020-01-31,2020-02-20,20
WestLeech,23,Rack,L1,31,DOC,4.448,NA,30.68,0.068,6.869,5.642,13.76,16.4919,1.0004331207372386,4.149825191803438,-2.035129740518962,wet,3.093525179856115,3.707711330935252,2019-12-18T08:07:00Z,2019-12-18,12,wet,2020-02-20T08:00:00Z,2019-12-18,2020-02-20,64
WestLeech,23,Rack,L2,41,DOC,5.55,NA,40.580000000000005,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-12-19T05:17:00Z,2019-12-18,12,wet,2020-02-20T08:00:00Z,2019-12-18,2020-02-20,64
