site,trip,sample_type,sample,sampleStage_cm,analysis,NPOC_ppm,DateTime,corr_stage_cm,NO3.Neq_ppm,TOCeq_ppm,DOCeq_ppm,SAC254_Abs.m,pseudo254,SlopeRatio,E2E3,E4E6,two_seasons,SUVA,pseudo_SUVA,DateTime_sampled,Date,event_ID,rain_season,collection,Date_sampled,Date_collected,HoldTime_days
Tunnel,15,Grab,Grab,-0.08000000000000007,DOC,8.854,2019-09-20T22:30:00Z,-0.08000000000000007,0.44133333333333336,7.310666666666666,6.294333333333333,15.352,17.57476666666667,1.0003217178230497,4.905948085205448,-0.03433669790915645,dry,1.7339055793991418,1.9849521873352916,2019-09-20T22:37:00Z,2019-09-20,9,wet,2019-09-21T08:00:00Z,2019-09-20,2019-09-21,1
Weeks,16,Grab,Grab,33.11,DOC,18.74,2019-10-12T21:30:00Z,33.11,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA,2019-10-12T21:33:00Z,2019-10-12,9,wet,2019-10-12T08:00:00Z,2019-10-12,2019-10-12,0
LeechHead,16,Grab,Grab,94.72300000000001,DOC,11.64,2019-10-12T18:45:00Z,94.72300000000001,0.45166666666666666,12.230666666666666,10.256666666666668,25.016666666666666,29.336416666666665,1.0000256928738682,4.723974966187898,-1.3092314405036465,dry,2.1491981672394043,2.5203107101947304,2019-10-12T18:30:00Z,2019-10-12,9,wet,2019-10-12T08:00:00Z,2019-10-12,2019-10-12,0
CraggCrk,16,Grab,Grab,9.57,DOC,7.473,2019-10-12T17:00:00Z,9.57,0.06366666666666666,5.535333333333333,4.859999999999999,11.853,13.322483333333333,1.0011495218791764,4.994444511249263,0.18559194929604722,dry,1.586109995985548,1.7827490075382488,2019-10-12T16:33:00Z,2019-10-12,9,wet,2019-10-12T08:00:00Z,2019-10-12,2019-10-12,0
ChrisCrk,16,Grab,Grab,19.404,DOC,6.853,2019-10-12T23:00:00Z,19.404,0,5.1593333333333335,4.4976666666666665,10.970666666666666,12.416983333333334,1.0016432369307056,4.743637056992779,0.1982118991658602,dry,1.6008560727661851,1.8119047619047621,2019-10-12T22:35:00Z,2019-10-12,9,wet,2019-10-12T08:00:00Z,2019-10-12,2019-10-12,0
WestLeech,16,Grab,Grab,17.86,DOC,7.188,2019-10-12T16:00:00Z,17.86,0.183,7.966666666666667,6.827,16.651,19.153750000000002,1.0003655151537314,4.8431778004833035,-0.23826733440033038,dry,2.3164997217584866,2.664684195882026,2019-10-12T15:37:00Z,2019-10-12,9,wet,2019-10-12T08:00:00Z,2019-10-12,2019-10-12,0
Tunnel,16,Grab,Grab,0.17999999999999972,DOC,7.625,2019-10-12T18:30:00Z,0.17999999999999972,0.142,7.173,6.091333333333333,14.857,17.255899999999997,1.0001334907611583,4.734220000176043,-0.3618961352657004,dry,1.9484590163934425,2.263068852459016,2019-10-12T18:37:00Z,2019-10-12,9,wet,2019-10-12T08:00:00Z,2019-10-12,2019-10-12,0
LeechHead,17,Grab,Grab,125.583,DOC,9.342,2019-10-23T20:35:00Z,125.583,0.607,14.281,11.575,28.232,34.175749999999994,0.933601456062592,4.469949864346174,-3.6787951088577397,wet,3.0220509526867905,3.6582905159494747,2019-10-23T20:30:00Z,2019-10-23,10,wet,2019-10-24T08:00:00Z,2019-10-23,2019-10-24,1
LeechHead,17,Grab,Grab,121.313,DOC,8.292,2019-10-24T16:15:00Z,121.313,0.5,13.428,10.945,26.694,32.163199999999996,0.933601456062592,4.4810675852492725,-2.964324034334764,wet,3.2192474674384948,3.878822961890979,2019-10-24T15:30:00Z,2019-10-24,10,wet,2019-10-24T08:00:00Z,2019-10-24,2019-10-24,0
Weeks,17,Grab,Grab,79.02,DOC,9.693,2019-10-23T21:15:00Z,79.02,0.683,18.114,14.536,35.454,43.272999999999996,0.46120516203997425,4.420255907240945,-9.450990615224192,wet,3.6576911173011455,4.4643557206231295,2019-10-23T20:33:00Z,2019-10-23,10,wet,2019-10-24T08:00:00Z,2019-10-23,2019-10-24,1
Weeks,17,Grab,Grab,72.55,DOC,9.745,2019-10-24T16:54:00Z,72.55,0.824,17.53,14.115,34.426,62.0918,0.46120516203997425,4.106041015806242,18.137813211845103,wet,3.5326834273986663,6.371657260133402,2019-10-24T16:33:00Z,2019-10-24,10,wet,2019-10-24T08:00:00Z,2019-10-24,2019-10-24,0
ChrisCrk,17,Grab,Grab,26.793999999999997,DOC,3.501,2019-10-23T22:10:00Z,26.793999999999997,0,5.411,4.677,11.408,41.84795,0.8304379740832837,4.420127054552789,-7.476586433260393,wet,3.2584975721222507,11.95314195944016,2019-10-23T21:35:00Z,2019-10-23,10,wet,2019-10-24T08:00:00Z,2019-10-23,2019-10-24,1
ChrisCrk,17,Grab,Grab,25.164,DOC,3.334,2019-10-24T17:01:00Z,25.164,0,5.199,4.511,11.003,36.41905,0.8304379740832837,4.71652214612997,-6.307728781412992,wet,3.300239952009598,10.92353029394121,2019-10-24T16:35:00Z,2019-10-24,10,wet,2019-10-24T08:00:00Z,2019-10-24,2019-10-24,0
CraggCrk,17,Grab,Grab,46.62,DOC,5.308,2019-10-23T19:25:00Z,46.62,0.165,8.684,7.426,18.112,12.5135,0.3211921747772027,4.611667438794056,0.14110517962775934,wet,3.4122079879427276,2.357479276563678,2019-10-23T18:33:00Z,2019-10-23,10,wet,2019-10-24T08:00:00Z,2019-10-23,2019-10-24,1
CraggCrk,17,Grab,Grab,39.07,DOC,4.99,2019-10-24T17:30:00Z,39.07,0.146,8.004,6.748,16.457,28.85135,0.3211921747772027,4.89980449657869,-1.1333831496357183,wet,3.297995991983968,5.781833667334669,2019-10-24T17:33:00Z,2019-10-24,10,wet,2019-10-24T08:00:00Z,2019-10-24,2019-10-24,0
Tunnel,17,Grab,Grab,26.54,DOC,5.067,2019-10-24T19:11:00Z,26.54,0.168,8.627,7.283,17.762,25.83995,0.999807873546349,4.419387654645096,-10.246575342465752,wet,3.5054272745214132,5.099654627985001,2019-10-24T18:37:00Z,2019-10-24,10,wet,2019-10-24T08:00:00Z,2019-10-24,2019-10-24,0
WestLeech,17,Grab,Grab,36.54,DOC,4.747,2019-10-23T16:45:00Z,36.54,0.108,8.087,6.85,16.708,48.3243,0.37429260558538224,4.490036600244001,-3.4632255206025695,wet,3.5196966505161154,10.17996629450179,2019-10-23T16:37:00Z,2019-10-23,10,wet,2019-10-24T08:00:00Z,2019-10-23,2019-10-24,1
WestLeech,17,Grab,Grab,31.4,DOC,4.371,2019-10-24T18:25:00Z,31.4,0.092,7.541,6.293,15.349,29.099899999999998,0.37429260558538224,4.234461504134767,10.757509157509157,wet,3.5115534202699608,6.657492564630518,2019-10-24T17:37:00Z,2019-10-24,10,wet,2019-10-24T08:00:00Z,2019-10-24,2019-10-24,0
WestLeech,18,Grab,Grab,20.35,DOC,4.228,2019-11-13T18:10:00Z,20.35,0.205,7.816,6.535,15.94,18.74035,1.0002115431672627,4.507385063449137,-0.458553500660502,wet,3.7701040681173135,4.432438505203406,2019-11-13T17:37:00Z,2019-11-13,10,wet,2019-11-15T08:00:00Z,2019-11-13,2019-11-15,2
Weeks,18,Grab,Grab,41.41,DOC,10,2019-11-14T18:00:00Z,41.41,0.751,18.829,15.2,37.073,9.243649999999999,1.002989583366254,4.729716375135882,0.31574888169057536,wet,3.7073,0.9243649999999999,2019-11-14T17:33:00Z,2019-11-14,10,wet,2019-11-15T08:00:00Z,2019-11-14,2019-11-15,1
ChrisCrk,18,Grab,Grab,20.503999999999998,DOC,2.743,2019-11-14T18:30:00Z,20.503999999999998,0,4.53,3.913,9.543,44.88125,1.0000482862577267,4.426430428213478,-8.795574795574796,wet,3.479037550127597,16.362103536274155,2019-11-14T18:35:00Z,2019-11-14,10,wet,2019-11-15T08:00:00Z,2019-11-14,2019-11-15,1
LeechHead,18,Grab,Grab,98.783,DOC,6.188,2019-11-14T17:00:00Z,98.783,0.405,11.889,9.828,23.972,10.89285,1.001504962888106,4.607365716383212,0.17560363750391972,wet,3.873949579831933,1.7603183581124757,2019-11-14T16:30:00Z,2019-11-14,10,wet,2019-11-15T08:00:00Z,2019-11-14,2019-11-15,1
CraggCrk,18,Grab,Algae,13.209999999999999,DOC,3.576,2019-11-13T08:00:00Z,13.209999999999999,0.391,11.856,9.841,24.003,28.53365,1.0000411362337294,4.526518391787853,-1.7957013073343675,wet,6.7122483221476505,7.979208612975392,2019-11-13T07:33:00Z,2019-11-12,10,wet,2019-11-15T08:00:00Z,2019-11-12,2019-11-15,3
CraggCrk,18,Grab,Grab,12.379999999999999,DOC,2.89,2019-11-13T23:30:00Z,12.379999999999999,0.0105,4.7620000000000005,4.0975,9.993500000000001,20.131275000000002,0.4051416269112002,4.566989252009787,-0.9391559325583831,wet,3.4579584775086505,6.965839100346021,2019-11-13T23:33:00Z,2019-11-13,10,wet,2019-11-15T08:00:00Z,2019-11-13,2019-11-15,2
CraggCrk,18,Grab,Grab,11.59,DOC,2.842,2019-11-14T21:00:00Z,11.59,0,4.653,4.084,9.96,11.07815,0.4051416269112002,4.823903075175634,0.2305157593123209,wet,3.5045742434905,3.898011963406052,2019-11-14T20:33:00Z,2019-11-14,10,wet,2019-11-15T08:00:00Z,2019-11-14,2019-11-15,1
Tunnel,18,Grab,Treatability,1.0100000000000002,DOC,3.019,2019-11-12T19:30:00Z,1.0100000000000002,0.014,5.2265,4.541,11.0755,11.072,1.0028020781412073,4.864933135215453,0.32075603291951454,wet,3.668598873799271,3.6674395495197083,2019-11-12T19:37:00Z,2019-11-12,10,wet,2019-11-15T08:00:00Z,2019-11-12,2019-11-15,3
Tunnel,18,Grab,R1,1.0100000000000002,DOC,3.7,2019-11-13T22:00:00Z,1.0100000000000002,0.033,6.008,5.027,12.262,14.138649999999998,1.0004138365129056,4.5232149463559015,-0.10745542949756888,wet,3.314054054054054,3.8212567567567564,2019-11-13T21:37:00Z,2019-11-13,10,wet,2019-11-15T08:00:00Z,2019-11-13,2019-11-15,2
Tunnel,18,Grab,R2,1.0100000000000002,DOC,3.58,2019-11-13T22:00:00Z,1.0100000000000002,0.088,6.601,5.511,13.443,14.441099999999999,1.0002861958809155,4.42240056650537,-0.22157434402332365,wet,3.7550279329608935,4.033826815642458,2019-11-13T21:37:00Z,2019-11-13,10,wet,2019-11-15T08:00:00Z,2019-11-13,2019-11-15,2
Tunnel,18,Grab,R3,1.0100000000000002,DOC,3.7,2019-11-13T22:00:00Z,1.0100000000000002,0.069,6.536,5.528,13.484,15.86635,1.0001563938811526,4.448073543328376,-0.5694050991501416,wet,3.644324324324324,4.288202702702702,2019-11-13T21:37:00Z,2019-11-13,10,wet,2019-11-15T08:00:00Z,2019-11-13,2019-11-15,2
Tunnel,18,Grab,R4,1.0100000000000002,DOC,4.628,2019-11-13T22:00:00Z,1.0100000000000002,0.077,6.578,5.531,13.491,15.709,1.000588554644375,4.587914098342199,-0.11211761211761212,wet,2.9150821089023333,3.3943388072601555,2019-11-13T21:37:00Z,2019-11-13,10,wet,2019-11-15T08:00:00Z,2019-11-13,2019-11-15,2
Tunnel,18,Grab,R5,1.0100000000000002,DOC,3.628,2019-11-13T22:00:00Z,1.0100000000000002,0.086,6.56,5.505,13.427,15.8141,1.0004929214237173,4.4693460490463215,-0.3694829760403531,wet,3.7009371554575523,4.358902976846747,2019-11-13T21:37:00Z,2019-11-13,10,wet,2019-11-15T08:00:00Z,2019-11-13,2019-11-15,2
Weeks,19,Grab,Grab,63.47,DOC,9.016,2019-11-22T20:30:00Z,63.47,0.709,17.379,14.069,34.314,41.45525,1.0002491038333483,4.428083762164365,-3.0754795663052543,wet,3.8059006211180124,4.597964729370009,2019-11-22T20:33:00Z,2019-11-22,11,wet,2019-11-22T08:00:00Z,2019-11-22,2019-11-22,0
ChrisCrk,19,Grab,Grab,23.714,DOC,2.822,2019-11-22T21:00:00Z,23.714,0,4.403,3.87,9.439,10.6033,1.0035095091653343,4.840597648306958,0.3992757996378998,wet,3.3447909284195605,3.7573706591070164,2019-11-22T20:35:00Z,2019-11-22,11,wet,2019-11-22T08:00:00Z,2019-11-22,2019-11-22,0
LeechHead,19,Grab,Grab,113.253,DOC,6.761,2019-11-22T19:50:00Z,113.253,0.411,12.515,10.331,25.197,30.028100000000002,1.0000644073065794,4.531768497147586,-1.5300037271710771,wet,3.7268155598284274,4.441369619878716,2019-11-22T19:30:00Z,2019-11-22,11,wet,2019-11-22T08:00:00Z,2019-11-22,2019-11-22,0
CraggCrk,19,Grab,Grab,31.53,DOC,4.02,2019-11-22T19:00:00Z,31.53,0.069,6.527,5.708,13.921,15.682649999999999,1.0018931687005304,4.948463342572569,0.2026331538001197,wet,3.4629353233830846,3.9011567164179106,2019-11-22T18:33:00Z,2019-11-22,11,wet,2019-11-22T08:00:00Z,2019-11-22,2019-11-22,0
WestLeech,19,Grab,Grab,28.08,DOC,3.728,2019-11-22T16:45:00Z,28.08,0.06,6.559,5.691,13.879,15.77035,1.0016635786680208,4.653123485302085,0.16799999999999998,wet,3.722907725321888,4.230244098712446,2019-11-22T16:37:00Z,2019-11-22,11,wet,2019-11-22T08:00:00Z,2019-11-22,2019-11-22,0
Tunnel,19,Grab,Grab,17.119999999999997,DOC,4.31,2019-11-22T18:00:00Z,17.119999999999997,0.136,7.503,6.382,15.565,18.0354,1.0007535784542105,4.670225,-0.08582860092927207,wet,3.6113689095127612,4.184547563805104,2019-11-22T17:37:00Z,2019-11-22,11,wet,2019-11-22T08:00:00Z,2019-11-22,2019-11-22,0
Tunnel,20,Grab,Grab,68.86,DOC,5.329,2019-12-13T18:25:00Z,68.86,0.271,9.38,7.797,19.016,22.513550000000002,0.5328232827594279,4.459734167318217,-1.441711988649799,wet,3.5683993244511165,4.224723212610247,2019-12-13T17:37:00Z,2019-12-13,12,wet,2019-12-17T08:00:00Z,2019-12-13,2019-12-17,4
Tunnel,20,Grab,Grab,63.79,DOC,5.118,2019-12-13T22:45:00Z,63.79,0.243,9.065,7.551,18.416,21.762349999999998,0.5328232827594279,4.513529717414765,-1.0321595766334215,wet,3.598280578350918,4.252119968737787,2019-12-13T22:37:00Z,2019-12-13,12,wet,2019-12-17T08:00:00Z,2019-12-13,2019-12-17,4
Tunnel,20,Grab,Grab,28.299999999999997,DOC,3.996,2019-12-16T19:00:00Z,28.299999999999997,0.103,7.059,5.911,14.418,16.94755,0.5328232827594279,4.466292277590019,-0.5605972464611207,wet,3.608108108108108,4.241128628628629,2019-12-16T18:37:00Z,2019-12-16,12,wet,2019-12-17T08:00:00Z,2019-12-16,2019-12-17,1
Tunnel,20,Grab,Grab,25.509999999999998,DOC,3.668,2019-12-17T18:30:00Z,25.509999999999998,0.079,6.656,5.615,13.696,16.006050000000002,0.5328232827594279,4.474319097719958,-0.16223880597014925,wet,3.73391494002181,4.363699563794984,2019-12-17T18:37:00Z,2019-12-17,12,wet,2019-12-17T08:00:00Z,2019-12-17,2019-12-17,0
CraggCrk,20,Grab,Grab,37.41,DOC,3.722,2019-12-16T20:00:00Z,37.41,0.046,6.425,5.571,13.589,15.45145,0.9813926714220456,4.776023444274992,0.07411780139052866,wet,3.6509940891993553,4.151383664696399,2019-12-16T19:33:00Z,2019-12-16,12,wet,2019-12-17T08:00:00Z,2019-12-16,2019-12-17,1
ChrisCrk,20,Grab,Grab,24.404000000000003,DOC,2.615,2019-12-17T19:45:00Z,24.404000000000003,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-12-17T19:35:00Z,2019-12-17,12,wet,2019-12-17T08:00:00Z,2019-12-17,2019-12-17,0
CraggCrk,20,Grab,Grab,34.91,DOC,3.7,2019-12-17T22:00:00Z,34.91,0.008,6.173,5.362,13.078,14.84755,0.9813926714220456,4.666758049285692,0.114247311827957,wet,3.5345945945945942,4.012851351351351,2019-12-17T21:33:00Z,2019-12-17,12,wet,2019-12-17T08:00:00Z,2019-12-17,2019-12-17,0
CraggCrk,21,Grab,Grab,NA,DOC,4.464,2019-12-19T20:00:00Z,NA,0.158,7.91,6.786,16.552,18.9878,1.0005994537535627,4.614354403658966,-0.22385348872408053,wet,3.7078853046594977,4.2535394265232975,2019-12-19T20:00:00Z,2019-12-19,13,wet,2019-12-18T08:00:00Z,2019-12-19,2019-12-18,-1
ChrisCrk,20,Grab,Grab,25.104,DOC,2.573,2019-12-16T21:35:00Z,25.104,0,4.528,3.888,9.482,10.8732,0.9835508126216549,4.5362394746384105,0.14955040227165167,wet,3.6851923824329575,4.225884181888846,2019-12-16T21:35:00Z,2019-12-16,12,wet,2019-12-17T08:00:00Z,2019-12-16,2019-12-17,1
LeechHead,20,Grab,Grab,119.543,DOC,6.056,2019-12-16T21:00:00Z,119.543,0.388,11.668,9.477,23.114,27.950200000000002,0.9742130853329378,4.341722645170921,-5.244966442953021,wet,3.8167107001321003,4.615290620871863,2019-12-16T20:30:00Z,2019-12-16,12,wet,2019-12-17T08:00:00Z,2019-12-16,2019-12-17,1
LeechHead,20,Grab,Grab,117.563,DOC,5.715,2019-12-17T20:00:00Z,117.563,0.395,11.212,9.119,22.242,26.87235,0.9742130853329378,4.3897141959798995,-2.4294181034482762,wet,3.8918635170603677,4.702073490813649,2019-12-17T19:30:00Z,2019-12-17,12,wet,2019-12-17T08:00:00Z,2019-12-17,2019-12-17,0
Weeks,20,Grab,Grab,71.82,DOC,7.704,2019-12-16T21:20:00Z,71.82,0.504,15.284,12.322,30.053,36.59305,0.9945847935424494,4.337938870582888,-6.852994555353901,wet,3.900960539979232,4.749876687435099,2019-12-16T20:33:00Z,2019-12-16,12,wet,2019-12-17T08:00:00Z,2019-12-16,2019-12-17,1
Weeks,20,Grab,Grab,69.11,DOC,7.415,2019-12-17T18:00:00Z,69.11,0.468,15.031,12.146,29.624,36.02045,0.9945847935424494,4.343258518055266,-5.594563552833079,wet,3.9951449763991906,4.857781523937963,2019-12-17T17:33:00Z,2019-12-17,12,wet,2019-12-17T08:00:00Z,2019-12-17,2019-12-17,0
WestLeech,20,Grab,Grab,31.090000000000003,DOC,3.079,2019-12-16T17:45:00Z,31.090000000000003,0.02,5.857,4.984,12.157,14.06885,1.0010754462362952,4.560942001753727,0.004003865801463481,wet,3.9483598570964595,4.569291977914907,2019-12-16T17:37:00Z,2019-12-16,12,wet,2019-12-17T08:00:00Z,2019-12-16,2019-12-17,1
CraggCrk,22,Grab,Grab,115,DOC,5.261,2020-01-07T18:30:00Z,115,0.193,7.954,6.687,16.311,19.115000000000002,1.0003765685019825,4.638130018493808,-0.5656272661348803,wet,3.100361148070709,3.633339669264399,2020-01-07T18:30:00Z,2020-01-07,15,wet,2020-01-07T08:00:00Z,2020-01-07,2020-01-07,0
Tunnel,22,Grab,R1,110,DOC,4.887,2020-01-07T19:30:00Z,110,0.134,7.752,6.255,15.255,18.6167,1.0000278231820399,4.163257820927725,-7.181571815718157,wet,3.121546961325967,3.809433190096174,2020-01-07T19:30:00Z,2020-01-07,15,wet,2020-01-07T08:00:00Z,2020-01-07,2020-01-07,0
Tunnel,22,Grab,R2,110,DOC,5.243,2020-01-07T19:30:00Z,110,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2020-01-07T19:30:00Z,2020-01-07,15,wet,2020-01-07T08:00:00Z,2020-01-07,2020-01-07,0
LeechHead,23,Grab,Grab,107.16300000000001,DOC,5.642,2020-02-20T18:00:00Z,107.16300000000001,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2020-02-20T17:30:00Z,2020-02-20,18,wet,2020-02-20T08:00:00Z,2020-02-20,2020-02-20,0
Weeks,23,Grab,Grab,44.480000000000004,DOC,6.952,2020-02-20T19:45:00Z,44.480000000000004,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2020-02-20T19:33:00Z,2020-02-20,18,wet,2020-02-20T08:00:00Z,2020-02-20,2020-02-20,0
Weeks,23,Grab,Grab,82.41,DOC,6.869,2020-01-09T19:35:00Z,82.41,0.331,10.526,8.69,21.194,25.252450000000003,0.99993865754311,4.456900500466537,-1.82996632996633,wet,3.0854563983112535,3.6762920366865632,2020-01-09T19:33:00Z,2020-01-09,15,wet,2020-02-20T08:00:00Z,2020-01-09,2020-02-20,42
Tunnel,23,Grab,Treatability,20,DOC,3.4,2020-02-18T19:00:00Z,20,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2020-02-18T19:00:00Z,2020-02-18,18,wet,2020-02-20T08:00:00Z,2020-02-18,2020-02-20,2
Tunnel,23,Grab,Grab,19,DOC,3.447,2020-02-19T19:00:00Z,19,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2020-02-19T19:00:00Z,2020-02-19,18,wet,2020-02-20T08:00:00Z,2020-02-19,2020-02-20,1
Tunnel,23,Grab,Grab,59.23,DOC,3.715,2020-01-30T20:30:00Z,59.23,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2020-01-30T20:37:00Z,2020-01-30,16,wet,2020-02-20T08:00:00Z,2020-01-30,2020-02-20,21
WestLeech,23,Grab,Grab,39.650000000000006,DOC,2.901,2020-02-19T18:00:00Z,39.650000000000006,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2020-02-19T17:37:00Z,2020-02-19,18,wet,2020-02-20T08:00:00Z,2020-02-19,2020-02-20,1
WestLeech,23,Grab,Grab,48.260000000000005,DOC,3.063,2020-01-30T17:30:00Z,48.260000000000005,0,4.978,4.2,10.245,11.98765,0.6809652024835203,4.2159637219134645,-0.22348246166771685,wet,3.344760039177277,3.9136957231472413,2020-01-30T17:37:00Z,2020-01-30,16,wet,2020-02-20T08:00:00Z,2020-01-30,2020-02-20,21
WestLeech,23,Grab,Grab,54.17,DOC,3.353,2020-01-08T20:45:00Z,54.17,0,5.598,4.621,11.271,13.463799999999999,0.6809652024835203,4.070922815846451,-1.2976149325959212,wet,3.3614673426781985,4.01544885177453,2020-01-08T20:37:00Z,2020-01-08,15,wet,2020-02-20T08:00:00Z,2020-01-08,2020-02-20,43
WestLeech,23,Grab,Grab,52.93,DOC,3.034,2020-02-08T18:00:00Z,52.93,0,5.063,4.207,10.262,12.1692,0.6809652024835203,4.07444289467709,-0.3045988863683234,wet,3.3823335530652607,4.01094264996704,2020-02-08T17:37:00Z,2020-02-08,18,wet,2020-02-20T08:00:00Z,2020-02-08,2020-02-20,12
ChrisCrk,23,Grab,Grab,32.494,DOC,2.492,2020-02-20T21:00:00Z,32.494,0,3.602,3.032,7.395,8.65635,0.6837714116149909,4.3583418479054155,0.0399446312042713,wet,2.9674959871589084,3.47365569823435,2020-02-20T20:35:00Z,2020-02-20,18,wet,2020-02-20T08:00:00Z,2020-02-20,2020-02-20,0
ChrisCrk,23,Grab,Grab,30.344,DOC,3.077,2020-01-09T19:20:00Z,30.344,0,4.229,3.736,9.112,10.18555,0.6837714116149909,4.5881992471329776,0.3601527342151916,wet,2.9613259668508287,3.310220994475138,2020-01-09T18:35:00Z,2020-01-09,15,wet,2020-02-20T08:00:00Z,2020-01-09,2020-02-20,42
CraggCrk,23,Grab,Grab,NA,DOC,3.552,2020-02-06T23:30:00Z,NA,0,5.239,4.538,11.069,12.5925,0.6204029260897119,4.602117413780894,0.10429845904298457,wet,3.1162725225225225,3.5451858108108105,2020-02-06T23:30:00Z,2020-02-06,18,wet,2020-02-20T08:00:00Z,2020-02-06,2020-02-20,14
CraggCrk,23,Grab,Grab,NA,DOC,3.176,2020-02-19T22:00:00Z,NA,0,4.465,3.86,9.414,10.723199999999999,0.6204029260897119,4.719198806733433,0.23446893787575152,wet,2.9641057934508814,3.3763224181360196,2020-02-19T22:00:00Z,2020-02-19,18,wet,2020-02-20T08:00:00Z,2020-02-19,2020-02-20,1
CraggCrk,23,Grab,Grab,50.83,DOC,4.285,2020-01-09T17:58:00Z,50.83,0.001,6.171,5.347,13.04,14.83795,0.6204029260897119,4.733621621621622,0.11052274270196877,wet,3.043173862310385,3.4627654609101515,2020-01-09T17:33:00Z,2020-01-09,15,wet,2020-02-20T08:00:00Z,2020-01-09,2020-02-20,42
CraggCrk,23,Grab,Grab,44.33,DOC,3.787,2020-01-10T20:03:00Z,44.33,0,5.715,4.978,12.141,13.74315,0.6204029260897119,4.689101186737629,0.16176859941752714,wet,3.20596778452601,3.629033535780301,2020-01-10T19:33:00Z,2020-01-10,15,wet,2020-02-20T08:00:00Z,2020-01-10,2020-02-20,41
CraggCrk,23,Grab,Grab,58.64,DOC,3.555,2020-01-30T21:30:00Z,58.64,0,5.45,4.637,11.309,13.11015,0.6204029260897119,4.614150653605925,0.023429873088187437,wet,3.181153305203938,3.687805907172996,2020-01-30T21:33:00Z,2020-01-30,16,wet,2020-02-20T08:00:00Z,2020-01-30,2020-02-20,21
CraggCrk,23,Grab,Grab,NA,DOC,3.275,2020-02-18T20:20:00Z,NA,0,4.605,4.062,9.907,11.0775,0.6204029260897119,4.6511229772143645,0.3599293018558263,wet,3.0250381679389315,3.3824427480916035,2020-02-18T20:20:00Z,2020-02-18,18,wet,2020-02-20T08:00:00Z,2020-02-18,2020-02-20,2
LeechHead,9,Grab,FP0531,88.063,DOC,6.473,2019-05-31T16:45:00Z,88.063,0.077,6.341,5.254,NaN,15.233450000000001,1.001220268108026,4.316265966467,-0.2907112970711297,wet,2.353383284412174,2.353383284412174,2019-05-31T16:35:00Z,2019-05-31,NA,dry,2019-05-31T08:00:00Z,2019-05-31,2019-05-31,0
Weeks,9,Grab,FP0531,28.68,DOC,12.72,2019-05-31T17:00:00Z,28.68,0.611,16.2645,12.927499999999998,NaN,38.954525,1.0002543480341524,4.232420815423779,-4.890775988286968,wet,3.062462657232704,3.062462657232704,2019-05-31T16:35:00Z,2019-05-31,NA,dry,2019-05-31T08:00:00Z,2019-05-31,2019-05-31,0
ChrisCrk,9,Grab,FP0531,17.834,DOC,5.355,2019-05-31T17:30:00Z,17.834,0,4.367,3.648,NaN,10.5019,1.0027494690872492,4.350837809668884,0.1658037794460264,wet,1.9611391223155925,1.9611391223155925,2019-05-31T17:35:00Z,2019-05-31,NA,dry,2019-05-31T08:00:00Z,2019-05-31,2019-05-31,0
CraggCrk,9,Grab,FP0531,4.1,DOC,4.523,2019-05-31T18:15:00Z,4.1,0,3.079,2.652,NaN,7.4124,1.0064680675071154,4.322191377259079,0.4116830683825385,wet,1.63882378952023,1.63882378952023,2019-05-31T17:30:00Z,2019-05-31,NA,dry,2019-05-31T08:00:00Z,2019-05-31,2019-05-31,0
WestLeech,9,Grab,FP0531,11.120000000000001,DOC,4.282,2019-05-31T19:15:00Z,11.120000000000001,0,3.088,2.633,NaN,7.42805,1.0062626811453927,4.295003920690041,0.4015282228247473,wet,1.7347150864082204,1.7347150864082204,2019-05-31T18:35:00Z,2019-05-31,NA,dry,2019-05-31T08:00:00Z,2019-05-31,2019-05-31,0
Tunnel,9,Grab,FP0531,-0.3400000000000003,DOC,4.935,2019-05-31T20:15:00Z,-0.3400000000000003,0,3.064,2.675,NaN,7.37235,1.006854202972793,4.357556638944652,0.4494567006914718,wet,1.4938905775075988,1.4938905775075988,2019-05-31T19:35:00Z,2019-05-31,NA,dry,2019-05-31T08:00:00Z,2019-05-31,2019-05-31,0
LeechHead,9,Grab,FP0603,88.063,DOC,6.715,2019-05-31T16:45:00Z,88.063,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-05-31T16:35:00Z,2019-05-31,NA,dry,2019-05-31T08:00:00Z,2019-05-31,2019-05-31,0
Weeks,9,Grab,FP0603,28.68,DOC,13.1,2019-05-31T17:00:00Z,28.68,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-05-31T16:35:00Z,2019-05-31,NA,dry,2019-05-31T08:00:00Z,2019-05-31,2019-05-31,0
