StationName,DateTime,Temp,TMin,TMax,SnowDep,Rn_1,Rn24,Rn15,Precip,Prec_24,Prec_1
FWx Chris Creek,2020-02-09 17:30,1.1,,,,,,0,,,
FWx Chris Creek,2020-02-09 17:45,0.1,,,,,,0,,,
FWx Chris Creek,2020-02-09 18:00,-0.5,-0.5,3,0.016,0,0.25,0,1708,0,-1
FWx Chris Creek,2020-02-09 18:15,-0.5,,,,,,0,,,
FWx Chris Creek,2020-02-09 18:30,-0.8,,,,,,0,,,
FWx Chris Creek,2020-02-09 18:45,-0.8,,,,,,0,,,
FWx Chris Creek,2020-02-09 19:00,-1,-1,-0.5,0.018,0,0.25,0,1708,-1,0
FWx Chris Creek,2020-02-09 19:15,-1.2,,,,,,0,,,
FWx Chris Creek,2020-02-09 19:30,-1.1,,,,,,0,,,
FWx Chris Creek,2020-02-09 19:45,-1.1,,,,,,0,,,
FWx Chris Creek,2020-02-09 20:00,-1.3,-1.3,-1,0.019,0,0.25,0,1708,-1,0
FWx Chris Creek,2020-02-09 20:15,-1.2,,,,,,0,,,
FWx Chris Creek,2020-02-09 20:30,-1.2,,,,,,0,,,
FWx Chris Creek,2020-02-09 20:45,-1.1,,,,,,0,,,
FWx Chris Creek,2020-02-09 21:00,-1.1,-1.3,-1.1,0.019,0,0.25,0,1708,-1,0
FWx Chris Creek,2020-02-09 21:15,-1,,,,,,0,,,
FWx Chris Creek,2020-02-09 21:30,-1,,,,,,0,,,
FWx Chris Creek,2020-02-09 21:45,-0.9,,,,,,0,,,
FWx Chris Creek,2020-02-09 22:00,-0.9,-1.2,-0.9,0.019,0,0.25,0,1709,0,1
FWx Chris Creek,2020-02-09 22:15,-0.9,,,,,,0,,,
FWx Chris Creek,2020-02-09 22:30,-1,,,,,,0,,,
FWx Chris Creek,2020-02-09 22:45,-1,,,,,,0,,,
FWx Chris Creek,2020-02-09 23:00,-1,-1,-0.8,0.019,0,0.25,0,1709,0,0
FWx Chris Creek,2020-02-09 23:15,-0.9,,,,,,0,,,
FWx Chris Creek,2020-02-09 23:30,-1.1,,,,,,0,,,
FWx Chris Creek,2020-02-09 23:45,-1,,,,,,0,,,
FWx Chris Creek,2020-02-10 0:00,-1.2,-1.2,-0.9,0.019,0,0.25,0,1709,0,0
FWx Chris Creek,2020-02-10 0:15,-1.2,,,,,,0,,,
FWx Chris Creek,2020-02-10 0:30,-1.1,,,,,,0,,,
FWx Chris Creek,2020-02-10 0:45,-1,,,,,,0,,,
FWx Chris Creek,2020-02-10 1:00,-0.8,-1.2,-0.8,0.018,0,0.25,0,1709,1,0
FWx Chris Creek,2020-02-10 1:15,-1,,,,,,0,,,
FWx Chris Creek,2020-02-10 1:30,-0.8,,,,,,0,,,
FWx Chris Creek,2020-02-10 1:45,-0.9,,,,,,0,,,
FWx Chris Creek,2020-02-10 2:00,-1,-1,-0.8,0.019,0,0.25,0,1709,0,0
FWx Chris Creek,2020-02-10 2:15,-0.9,,,,,,0,,,
FWx Chris Creek,2020-02-10 2:30,-0.8,,,,,,0,,,
FWx Chris Creek,2020-02-10 2:45,-0.9,,,,,,0,,,
FWx Chris Creek,2020-02-10 3:00,-1.2,-1.2,-0.8,0.018,0,0.25,0,1709,0,0
FWx Chris Creek,2020-02-10 3:15,-1.3,,,,,,0,,,
FWx Chris Creek,2020-02-10 3:30,-1.4,,,,,,0,,,
FWx Chris Creek,2020-02-10 3:45,-1.7,,,,,,0,,,
FWx Chris Creek,2020-02-10 4:00,-1.6,-1.8,-1.3,0.021,0,0.25,0,1709,0,0
FWx Chris Creek,2020-02-10 4:15,-1.7,,,,,,0,,,
FWx Chris Creek,2020-02-10 4:30,-1.6,,,,,,0,,,
FWx Chris Creek,2020-02-10 4:45,-1.4,,,,,,0,,,
FWx Chris Creek,2020-02-10 5:00,-1.4,-1.8,-1.4,0.019,0,0.25,0,1709,0,0
FWx Chris Creek,2020-02-10 5:15,-1,,,,,,0,,,
FWx Chris Creek,2020-02-10 5:30,-0.8,,,,,,0,,,
FWx Chris Creek,2020-02-10 5:45,-0.5,,,,,,0,,,
FWx Chris Creek,2020-02-10 6:00,-0.3,-1.4,-0.3,0.021,0,0.25,0,1709,0,0
FWx Chris Creek,2020-02-10 6:15,-0.3,,,,,,0,,,
FWx Chris Creek,2020-02-10 6:30,-0.2,,,,,,0,,,
FWx Chris Creek,2020-02-10 6:45,0.1,,,,,,0,,,
FWx Chris Creek,2020-02-10 7:00,-0.1,-0.5,0.1,0.021,0,0.25,0,1710,1,1
FWx Chris Creek,2020-02-10 7:15,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-10 7:30,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-10 7:45,-0.4,,,,,,0,,,
FWx Chris Creek,2020-02-10 8:00,-0.3,-0.5,-0.1,0.021,0,0.25,0,1709,0,-1
FWx Chris Creek,2020-02-10 8:15,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-10 8:30,0.2,,,,,,0,,,
FWx Chris Creek,2020-02-10 8:45,0.4,,,,,,0,,,
FWx Chris Creek,2020-02-10 9:00,0.6,-0.2,0.6,0.02,0,0.25,0,1709,0,0
FWx Chris Creek,2020-02-10 9:15,1.8,,,,,,0,,,
FWx Chris Creek,2020-02-10 9:30,3,,,,,,0,,,
FWx Chris Creek,2020-02-10 9:45,2.7,,,,,,0,,,
FWx Chris Creek,2020-02-10 10:00,2.4,0.7,3.1,0.018,0,0,0,1710,0,1
FWx Chris Creek,2020-02-10 10:15,3.6,,,,,,0,,,
FWx Chris Creek,2020-02-10 10:30,4.3,,,,,,0,,,
FWx Chris Creek,2020-02-10 10:45,4,,,,,,0,,,
FWx Chris Creek,2020-02-10 11:00,4.2,2.4,4.3,0.018,0,0,0,1710,0,0
FWx Chris Creek,2020-02-10 11:15,4.2,,,,,,0,,,
FWx Chris Creek,2020-02-10 11:30,5.1,,,,,,0,,,
FWx Chris Creek,2020-02-10 11:45,5,,,,,,0,,,
FWx Chris Creek,2020-02-10 12:00,5.6,3.8,5.6,0.02,0,0,0,1709,-1,-1
FWx Chris Creek,2020-02-10 12:15,5.5,,,,,,0,,,
FWx Chris Creek,2020-02-10 12:30,5.5,,,,,,0,,,
FWx Chris Creek,2020-02-10 12:45,6.6,,,,,,0,,,
FWx Chris Creek,2020-02-10 13:00,7.2,5.3,7.2,0.009,0,0,0,1710,0,1
FWx Chris Creek,2020-02-10 13:15,7,,,,,,0,,,
FWx Chris Creek,2020-02-10 13:30,7.6,,,,,,0,,,
FWx Chris Creek,2020-02-10 13:45,7,,,,,,0,,,
FWx Chris Creek,2020-02-10 14:00,6.9,6.9,8,0.013,0,0,0,1709,-1,-1
FWx Chris Creek,2020-02-10 14:15,6.9,,,,,,0,,,
FWx Chris Creek,2020-02-10 14:30,6.6,,,,,,0,,,
FWx Chris Creek,2020-02-10 14:45,5.8,,,,,,0,,,
FWx Chris Creek,2020-02-10 15:00,5.3,5.3,7.1,0.017,0,0,0,1709,-1,0
FWx Chris Creek,2020-02-10 15:15,4.8,,,,,,0,,,
FWx Chris Creek,2020-02-10 15:30,4.4,,,,,,0,,,
FWx Chris Creek,2020-02-10 15:45,4.6,,,,,,0,,,
FWx Chris Creek,2020-02-10 16:00,5,4.4,5.2,0.017,0,0,0,1709,0,0
FWx Chris Creek,2020-02-10 16:15,6.5,,,,,,0,,,
FWx Chris Creek,2020-02-10 16:30,6.4,,,,,,0,,,
FWx Chris Creek,2020-02-10 16:45,5.3,,,,,,0,,,
FWx Chris Creek,2020-02-10 17:00,4.7,4.6,6.6,0.018,0,0,0,1709,0,0
FWx Chris Creek,2020-02-10 17:15,4.5,,,,,,0,,,
FWx Chris Creek,2020-02-10 17:30,3.5,,,,,,0,,,
FWx Chris Creek,2020-02-10 17:45,2.7,,,,,,0,,,
FWx Chris Creek,2020-02-10 18:00,2.3,2.3,4.7,0.015,0,0,0,1709,1,0
FWx Chris Creek,2020-02-10 18:15,2,,,,,,0,,,
FWx Chris Creek,2020-02-10 18:30,1.1,,,,,,0,,,
FWx Chris Creek,2020-02-10 18:45,0.7,,,,,,0,,,
FWx Chris Creek,2020-02-10 19:00,0.4,0.4,2.3,0.016,0,0,0,1708,0,-1
FWx Chris Creek,2020-02-10 19:15,0,,,,,,0,,,
FWx Chris Creek,2020-02-10 19:30,-0.2,,,,,,0,,,
FWx Chris Creek,2020-02-10 19:45,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-10 20:00,0.3,-0.3,0.4,0.015,0,0,0,1708,0,0
FWx Chris Creek,2020-02-10 20:15,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-10 20:30,-0.5,,,,,,0,,,
FWx Chris Creek,2020-02-10 20:45,-0.3,,,,,,0,,,
FWx Chris Creek,2020-02-10 21:00,-0.2,-0.5,0.3,0.02,0,0,0,1709,1,1
FWx Chris Creek,2020-02-10 21:15,-0.4,,,,,,0,,,
FWx Chris Creek,2020-02-10 21:30,-0.3,,,,,,0,,,
FWx Chris Creek,2020-02-10 21:45,-0.4,,,,,,0,,,
FWx Chris Creek,2020-02-10 22:00,-0.2,-0.4,0,0.017,0,0,0,1708,-1,-1
FWx Chris Creek,2020-02-10 22:15,0.3,,,,,,0,,,
FWx Chris Creek,2020-02-10 22:30,0.3,,,,,,0,,,
FWx Chris Creek,2020-02-10 22:45,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-10 23:00,0,-0.2,0.4,0.016,0,0,0,1709,0,1
FWx Chris Creek,2020-02-10 23:15,-0.2,,,,,,0,,,
FWx Chris Creek,2020-02-10 23:30,-0.3,,,,,,0,,,
FWx Chris Creek,2020-02-10 23:45,-0.4,,,,,,0,,,
FWx Chris Creek,2020-02-11 0:00,-0.5,-0.5,0,0.018,0,0,0,1708,-1,-1
FWx Chris Creek,2020-02-11 0:15,-0.7,,,,,,0,,,
FWx Chris Creek,2020-02-11 0:30,-0.4,,,,,,0,,,
FWx Chris Creek,2020-02-11 0:45,0,,,,,,0,,,
FWx Chris Creek,2020-02-11 1:00,0.2,-0.7,0.2,0.014,0,0,0,1709,0,1
FWx Chris Creek,2020-02-11 1:15,0,,,,,,0,,,
FWx Chris Creek,2020-02-11 1:30,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-11 1:45,0.1,,,,,,0,,,
FWx Chris Creek,2020-02-11 2:00,0.4,-0.3,0.4,0.022,0,0,0,1709,0,0
FWx Chris Creek,2020-02-11 2:15,0.6,,,,,,0,,,
FWx Chris Creek,2020-02-11 2:30,0.6,,,,,,0,,,
FWx Chris Creek,2020-02-11 2:45,0.7,,,,,,0,,,
FWx Chris Creek,2020-02-11 3:00,0.7,0.5,0.8,0.019,0,0,0,1709,0,0
FWx Chris Creek,2020-02-11 3:15,0.4,,,,,,0,,,
FWx Chris Creek,2020-02-11 3:30,0.2,,,,,,0,,,
FWx Chris Creek,2020-02-11 3:45,0,,,,,,0,,,
FWx Chris Creek,2020-02-11 4:00,0.2,0,0.7,0.023,0,0,0,1708,-1,-1
FWx Chris Creek,2020-02-11 4:15,0.8,,,,,,0,,,
FWx Chris Creek,2020-02-11 4:30,0.7,,,,,,0,,,
FWx Chris Creek,2020-02-11 4:45,1.5,,,,,,0,,,
FWx Chris Creek,2020-02-11 5:00,2.4,0.3,2.4,0.02,0,0,0,1709,0,1
FWx Chris Creek,2020-02-11 5:15,2.4,,,,,,0,,,
FWx Chris Creek,2020-02-11 5:30,2.4,,,,,,0,,,
FWx Chris Creek,2020-02-11 5:45,2.5,,,,,,0,,,
FWx Chris Creek,2020-02-11 6:00,2.4,2.4,2.5,0.02,0,0,0,1709,0,0
FWx Chris Creek,2020-02-11 6:15,2.5,,,,,,0,,,
FWx Chris Creek,2020-02-11 6:30,2.6,,,,,,0,,,
FWx Chris Creek,2020-02-11 6:45,2.5,,,,,,0,,,
FWx Chris Creek,2020-02-11 7:00,2.5,2.4,2.7,0.02,0,0,0,1710,0,1
FWx Chris Creek,2020-02-11 7:15,2.6,,,,,,0,,,
FWx Chris Creek,2020-02-11 7:30,2.6,,,,,,0,,,
FWx Chris Creek,2020-02-11 7:45,2.4,,,,,,0.25,,,
FWx Chris Creek,2020-02-11 8:00,2.2,2.2,2.6,0.017,0.25,0.25,0,1709,0,-1
FWx Chris Creek,2020-02-11 8:15,2.1,,,,,,0,,,
FWx Chris Creek,2020-02-11 8:30,2.3,,,,,,0,,,
FWx Chris Creek,2020-02-11 8:45,2.5,,,,,,0,,,
FWx Chris Creek,2020-02-11 9:00,2.7,2.1,2.7,0.021,0,0.25,0,1710,1,1
FWx Chris Creek,2020-02-11 9:15,3,,,,,,0,,,
FWx Chris Creek,2020-02-11 9:30,3.3,,,,,,0,,,
FWx Chris Creek,2020-02-11 9:45,3.6,,,,,,0,,,
FWx Chris Creek,2020-02-11 10:00,3.8,2.7,3.8,0.02,0,0.25,0,1709,-1,-1
FWx Chris Creek,2020-02-11 10:15,4.2,,,,,,0,,,
FWx Chris Creek,2020-02-11 10:30,4.3,,,,,,0,,,
FWx Chris Creek,2020-02-11 10:45,4.4,,,,,,0,,,
FWx Chris Creek,2020-02-11 11:00,4.6,3.8,4.6,0.02,0,0.25,0,1710,0,1
FWx Chris Creek,2020-02-11 11:15,4.8,,,,,,0,,,
FWx Chris Creek,2020-02-11 11:30,5.4,,,,,,0,,,
FWx Chris Creek,2020-02-11 11:45,5.8,,,,,,0,,,
FWx Chris Creek,2020-02-11 12:00,5.9,4.6,6,0.018,0,0.25,0,1710,1,0
FWx Chris Creek,2020-02-11 12:15,5.7,,,,,,0.25,,,
FWx Chris Creek,2020-02-11 12:30,5.9,,,,,,0,,,
FWx Chris Creek,2020-02-11 12:45,5.7,,,,,,0,,,
FWx Chris Creek,2020-02-11 13:00,5.7,5.4,6.1,0.02,0.25,0.51,0,1710,0,0
FWx Chris Creek,2020-02-11 13:15,5.8,,,,,,0,,,
FWx Chris Creek,2020-02-11 13:30,5.9,,,,,,0,,,
FWx Chris Creek,2020-02-11 13:45,6,,,,,,0.25,,,
FWx Chris Creek,2020-02-11 14:00,6.8,5.6,6.9,0.02,0.25,0.76,0,1710,1,0
FWx Chris Creek,2020-02-11 14:15,7,,,,,,0,,,
FWx Chris Creek,2020-02-11 14:30,5.9,,,,,,0,,,
FWx Chris Creek,2020-02-11 14:45,5.9,,,,,,0,,,
FWx Chris Creek,2020-02-11 15:00,5.8,5.8,7.2,0.02,0,0.76,0,1710,1,0
FWx Chris Creek,2020-02-11 15:15,5.5,,,,,,0,,,
FWx Chris Creek,2020-02-11 15:30,5.3,,,,,,0,,,
FWx Chris Creek,2020-02-11 15:45,5.2,,,,,,0,,,
FWx Chris Creek,2020-02-11 16:00,5.1,5.1,5.8,0.021,0,0.76,0,1710,1,0
FWx Chris Creek,2020-02-11 16:15,5.1,,,,,,0.25,,,
FWx Chris Creek,2020-02-11 16:30,4.6,,,,,,0,,,
FWx Chris Creek,2020-02-11 16:45,4.4,,,,,,0,,,
FWx Chris Creek,2020-02-11 17:00,4.3,4.3,5.2,0.021,0.25,1.02,0,1710,1,0
FWx Chris Creek,2020-02-11 17:15,4.2,,,,,,0,,,
FWx Chris Creek,2020-02-11 17:30,3.9,,,,,,0,,,
FWx Chris Creek,2020-02-11 17:45,4,,,,,,0,,,
FWx Chris Creek,2020-02-11 18:00,4,3.9,4.3,0.02,0,1.02,0,1710,1,0
FWx Chris Creek,2020-02-11 18:15,3.9,,,,,,0,,,
FWx Chris Creek,2020-02-11 18:30,4,,,,,,0,,,
FWx Chris Creek,2020-02-11 18:45,3.9,,,,,,0,,,
FWx Chris Creek,2020-02-11 19:00,3.8,3.8,4,0.02,0,1.02,0,1710,2,0
FWx Chris Creek,2020-02-11 19:15,3.8,,,,,,0,,,
FWx Chris Creek,2020-02-11 19:30,3.7,,,,,,0,,,
FWx Chris Creek,2020-02-11 19:45,3.6,,,,,,0,,,
FWx Chris Creek,2020-02-11 20:00,3.3,3.3,3.8,0.022,0,1.02,0,1710,2,0
FWx Chris Creek,2020-02-11 20:15,2.9,,,,,,0,,,
FWx Chris Creek,2020-02-11 20:30,2.9,,,,,,0,,,
FWx Chris Creek,2020-02-11 20:45,2.4,,,,,,0,,,
FWx Chris Creek,2020-02-11 21:00,1.9,1.9,3.3,0.017,0,1.02,0,1710,1,0
FWx Chris Creek,2020-02-11 21:15,1.4,,,,,,0,,,
FWx Chris Creek,2020-02-11 21:30,1,,,,,,0,,,
FWx Chris Creek,2020-02-11 21:45,0.9,,,,,,0,,,
FWx Chris Creek,2020-02-11 22:00,0.6,0.6,1.9,0.018,0,1.02,0,1709,1,-1
FWx Chris Creek,2020-02-11 22:15,0.3,,,,,,0,,,
FWx Chris Creek,2020-02-11 22:30,0.6,,,,,,0,,,
FWx Chris Creek,2020-02-11 22:45,0.8,,,,,,0,,,
FWx Chris Creek,2020-02-11 23:00,1.2,0.2,1.2,0.021,0,1.02,0,1710,1,1
FWx Chris Creek,2020-02-11 23:15,1.2,,,,,,0,,,
FWx Chris Creek,2020-02-11 23:30,1.5,,,,,,0,,,
FWx Chris Creek,2020-02-11 23:45,1.5,,,,,,0,,,
FWx Chris Creek,2020-02-12 0:00,1.4,1.1,1.6,0.019,0,1.02,0,1710,2,0
FWx Chris Creek,2020-02-12 0:15,1.8,,,,,,0,,,
FWx Chris Creek,2020-02-12 0:30,2.1,,,,,,0,,,
FWx Chris Creek,2020-02-12 0:45,1.8,,,,,,0,,,
FWx Chris Creek,2020-02-12 1:00,1.7,1.4,2.1,0.019,0,1.02,0,1710,1,0
FWx Chris Creek,2020-02-12 1:15,1.9,,,,,,0,,,
FWx Chris Creek,2020-02-12 1:30,2.1,,,,,,0,,,
FWx Chris Creek,2020-02-12 1:45,2.2,,,,,,0,,,
FWx Chris Creek,2020-02-12 2:00,2,1.7,2.3,0.018,0,1.02,0,1710,1,0
FWx Chris Creek,2020-02-12 2:15,2,,,,,,0,,,
FWx Chris Creek,2020-02-12 2:30,1.9,,,,,,0,,,
FWx Chris Creek,2020-02-12 2:45,2,,,,,,0,,,
FWx Chris Creek,2020-02-12 3:00,1.9,1.8,2,0.019,0,1.02,0,1710,1,0
FWx Chris Creek,2020-02-12 3:15,2.1,,,,,,0,,,
FWx Chris Creek,2020-02-12 3:30,2,,,,,,0,,,
FWx Chris Creek,2020-02-12 3:45,1.9,,,,,,0,,,
FWx Chris Creek,2020-02-12 4:00,2,1.9,2.1,0.019,0,1.02,0,1710,2,0
FWx Chris Creek,2020-02-12 4:15,2,,,,,,0,,,
FWx Chris Creek,2020-02-12 4:30,1.7,,,,,,0,,,
FWx Chris Creek,2020-02-12 4:45,1.5,,,,,,0,,,
FWx Chris Creek,2020-02-12 5:00,1.2,1.2,2.1,0.015,0,1.02,0,1710,1,0
FWx Chris Creek,2020-02-12 5:15,1.1,,,,,,0,,,
FWx Chris Creek,2020-02-12 5:30,0.9,,,,,,0,,,
FWx Chris Creek,2020-02-12 5:45,0.6,,,,,,0,,,
FWx Chris Creek,2020-02-12 6:00,0.8,0.6,1.2,0.021,0,1.02,0,1710,1,0
FWx Chris Creek,2020-02-12 6:15,1.1,,,,,,0,,,
FWx Chris Creek,2020-02-12 6:30,1,,,,,,0,,,
FWx Chris Creek,2020-02-12 6:45,1,,,,,,0,,,
FWx Chris Creek,2020-02-12 7:00,1.1,0.8,1.2,0.021,0,1.02,0,1710,0,0
FWx Chris Creek,2020-02-12 7:15,1.1,,,,,,0,,,
FWx Chris Creek,2020-02-12 7:30,1.1,,,,,,0,,,
FWx Chris Creek,2020-02-12 7:45,1.1,,,,,,0,,,
FWx Chris Creek,2020-02-12 8:00,1,1,1.3,0.019,0,0.76,0,1710,1,0
FWx Chris Creek,2020-02-12 8:15,1.2,,,,,,0,,,
FWx Chris Creek,2020-02-12 8:30,1.5,,,,,,0,,,
FWx Chris Creek,2020-02-12 8:45,1.7,,,,,,0,,,
FWx Chris Creek,2020-02-12 9:00,2,1,2,0.021,0,0.76,0,1710,0,0
FWx Chris Creek,2020-02-12 9:15,2.3,,,,,,0,,,
FWx Chris Creek,2020-02-12 9:30,2.6,,,,,,0,,,
FWx Chris Creek,2020-02-12 9:45,2.8,,,,,,0,,,
FWx Chris Creek,2020-02-12 10:00,3.1,2,3.1,0.021,0,0.76,0,1710,1,0
FWx Chris Creek,2020-02-12 10:15,3.3,,,,,,0,,,
FWx Chris Creek,2020-02-12 10:30,3.5,,,,,,0,,,
FWx Chris Creek,2020-02-12 10:45,3.7,,,,,,0,,,
FWx Chris Creek,2020-02-12 11:00,3.8,3.2,3.8,0.019,0,0.76,0,1711,1,1
FWx Chris Creek,2020-02-12 11:15,3.8,,,,,,0,,,
FWx Chris Creek,2020-02-12 11:30,4,,,,,,0,,,
FWx Chris Creek,2020-02-12 11:45,4,,,,,,0,,,
FWx Chris Creek,2020-02-12 12:00,4,3.8,4.1,0.02,0,0.76,0,1710,0,-1
FWx Chris Creek,2020-02-12 12:15,4.2,,,,,,0,,,
FWx Chris Creek,2020-02-12 12:30,4.4,,,,,,0,,,
FWx Chris Creek,2020-02-12 12:45,5.1,,,,,,0,,,
FWx Chris Creek,2020-02-12 13:00,5.2,4,5.2,0.016,0,0.51,0,1710,0,0
FWx Chris Creek,2020-02-12 13:15,5,,,,,,0,,,
FWx Chris Creek,2020-02-12 13:30,4.8,,,,,,0,,,
FWx Chris Creek,2020-02-12 13:45,4.7,,,,,,0,,,
FWx Chris Creek,2020-02-12 14:00,4.5,4.5,5.2,0.019,0,0.25,0,1710,0,0
FWx Chris Creek,2020-02-12 14:15,4.3,,,,,,0,,,
FWx Chris Creek,2020-02-12 14:30,4.3,,,,,,0,,,
FWx Chris Creek,2020-02-12 14:45,4.4,,,,,,0,,,
FWx Chris Creek,2020-02-12 15:00,4.3,4.3,4.5,0.019,0,0.25,0,1710,0,0
FWx Chris Creek,2020-02-12 15:15,4.2,,,,,,0,,,
FWx Chris Creek,2020-02-12 15:30,4.2,,,,,,0,,,
FWx Chris Creek,2020-02-12 15:45,4.3,,,,,,0,,,
FWx Chris Creek,2020-02-12 16:00,4.3,4.2,4.3,0.02,0,0.25,0,1710,0,0
FWx Chris Creek,2020-02-12 16:15,4.5,,,,,,0,,,
FWx Chris Creek,2020-02-12 16:30,4.2,,,,,,0,,,
FWx Chris Creek,2020-02-12 16:45,3.9,,,,,,0,,,
FWx Chris Creek,2020-02-12 17:00,3.6,3.6,4.5,0.019,0,0,0,1710,0,0
FWx Chris Creek,2020-02-12 17:15,3.3,,,,,,0,,,
FWx Chris Creek,2020-02-12 17:30,3.1,,,,,,0,,,
FWx Chris Creek,2020-02-12 17:45,3,,,,,,0,,,
FWx Chris Creek,2020-02-12 18:00,2.9,2.9,3.6,0.02,0,0,0,1710,0,0
FWx Chris Creek,2020-02-12 18:15,2.9,,,,,,0,,,
FWx Chris Creek,2020-02-12 18:30,2.9,,,,,,0,,,
FWx Chris Creek,2020-02-12 18:45,2.9,,,,,,0,,,
FWx Chris Creek,2020-02-12 19:00,2.8,2.8,2.9,0.019,0,0,0,1710,0,0
FWx Chris Creek,2020-02-12 19:15,2.8,,,,,,0,,,
FWx Chris Creek,2020-02-12 19:30,2.7,,,,,,0,,,
FWx Chris Creek,2020-02-12 19:45,2.7,,,,,,0,,,
FWx Chris Creek,2020-02-12 20:00,2.6,2.6,2.8,0.019,0,0,0,1710,0,0
FWx Chris Creek,2020-02-12 20:15,2.6,,,,,,0,,,
FWx Chris Creek,2020-02-12 20:30,2.6,,,,,,0,,,
FWx Chris Creek,2020-02-12 20:45,2.5,,,,,,0,,,
FWx Chris Creek,2020-02-12 21:00,2.2,2.2,2.6,0.015,0,0,0,1710,0,0
FWx Chris Creek,2020-02-12 21:15,1.4,,,,,,0,,,
FWx Chris Creek,2020-02-12 21:30,0.7,,,,,,0,,,
FWx Chris Creek,2020-02-12 21:45,0.3,,,,,,0,,,
FWx Chris Creek,2020-02-12 22:00,-0.1,-0.1,2.1,0.019,0,0,0,1709,0,-1
FWx Chris Creek,2020-02-12 22:15,0.1,,,,,,0,,,
FWx Chris Creek,2020-02-12 22:30,0.5,,,,,,0,,,
FWx Chris Creek,2020-02-12 22:45,0.5,,,,,,0,,,
FWx Chris Creek,2020-02-12 23:00,0.4,-0.1,0.5,0.019,0,0,0,1709,-1,0
FWx Chris Creek,2020-02-12 23:15,0.6,,,,,,0,,,
FWx Chris Creek,2020-02-12 23:30,0.8,,,,,,0,,,
FWx Chris Creek,2020-02-12 23:45,1.1,,,,,,0,,,
FWx Chris Creek,2020-02-13 0:00,1,0.4,1.1,0.02,0,0,0,1710,0,1
FWx Chris Creek,2020-02-13 0:15,1.1,,,,,,0,,,
FWx Chris Creek,2020-02-13 0:30,1.2,,,,,,0,,,
FWx Chris Creek,2020-02-13 0:45,1.2,,,,,,0,,,
FWx Chris Creek,2020-02-13 1:00,1.4,1,1.4,0.019,0,0,0,1709,-1,-1
FWx Chris Creek,2020-02-13 1:15,1.5,,,,,,0,,,
FWx Chris Creek,2020-02-13 1:30,1.5,,,,,,0,,,
FWx Chris Creek,2020-02-13 1:45,1.5,,,,,,0,,,
FWx Chris Creek,2020-02-13 2:00,1.6,1.4,1.6,0.019,0,0,0,1710,0,1
FWx Chris Creek,2020-02-13 2:15,1.4,,,,,,0,,,
FWx Chris Creek,2020-02-13 2:30,1.4,,,,,,0,,,
FWx Chris Creek,2020-02-13 2:45,1.4,,,,,,0,,,
FWx Chris Creek,2020-02-13 3:00,1.4,1.4,1.6,0.02,0,0,0,1710,0,0
FWx Chris Creek,2020-02-13 3:15,1.4,,,,,,0,,,
FWx Chris Creek,2020-02-13 3:30,1.4,,,,,,0,,,
FWx Chris Creek,2020-02-13 3:45,1.5,,,,,,0,,,
FWx Chris Creek,2020-02-13 4:00,1.4,1.3,1.5,0.019,0,0,0,1710,0,0
FWx Chris Creek,2020-02-13 4:15,1.5,,,,,,0,,,
FWx Chris Creek,2020-02-13 4:30,1.4,,,,,,0,,,
FWx Chris Creek,2020-02-13 4:45,2.1,,,,,,0,,,
FWx Chris Creek,2020-02-13 5:00,2.4,1.4,2.4,0.02,0,0,0,1710,0,0
FWx Chris Creek,2020-02-13 5:15,2.3,,,,,,0,,,
FWx Chris Creek,2020-02-13 5:30,2,,,,,,0.25,,,
FWx Chris Creek,2020-02-13 5:45,1.6,,,,,,0,,,
FWx Chris Creek,2020-02-13 6:00,1.4,1.4,2.4,0.019,0.51,0.51,0.26,1710,0,0
FWx Chris Creek,2020-02-13 6:15,1.2,,,,,,0.25,,,
FWx Chris Creek,2020-02-13 6:30,1,,,,,,0,,,
FWx Chris Creek,2020-02-13 6:45,1,,,,,,0.25,,,
FWx Chris Creek,2020-02-13 7:00,0.8,0.8,1.4,0.02,0.51,1.02,0,1711,1,1
FWx Chris Creek,2020-02-13 7:15,0.7,,,,,,0,,,
FWx Chris Creek,2020-02-13 7:30,0.8,,,,,,0,,,
FWx Chris Creek,2020-02-13 7:45,0.7,,,,,,0,,,
FWx Chris Creek,2020-02-13 8:00,0.7,0.7,0.8,0.022,0.25,1.27,0.25,1711,1,0
FWx Chris Creek,2020-02-13 8:15,1,,,,,,0,,,
FWx Chris Creek,2020-02-13 8:30,1.1,,,,,,0,,,
FWx Chris Creek,2020-02-13 8:45,1,,,,,,0,,,
FWx Chris Creek,2020-02-13 9:00,1.1,0.8,1.1,0.02,0.25,1.52,0.25,1711,1,0
FWx Chris Creek,2020-02-13 9:15,1,,,,,,0,,,
FWx Chris Creek,2020-02-13 9:30,1.1,,,,,,0.25,,,
FWx Chris Creek,2020-02-13 9:45,1.1,,,,,,0.25,,,
FWx Chris Creek,2020-02-13 10:00,1.1,1,1.2,0.019,0.76,2.29,0.25,1712,2,1
