StationName,DateTime,Temp,Rh,Rn_1,Mx_Spd,Dir
,DateTime,C,%,mm,kph,Degree
FWx Martins Gulch,2018-09-03 9:00,13.5,77,0,16,118
FWx Martins Gulch,2018-09-03 10:00,14.8,70,0,16.3,101
FWx Martins Gulch,2018-09-03 11:00,17.4,54,0,21.1,161
FWx Martins Gulch,2018-09-03 12:00,18.2,45,0,21.3,136
FWx Martins Gulch,2018-09-03 13:00,18.5,42,0,20,94
FWx Martins Gulch,2018-09-03 14:00,19.3,40,0,22.5,146
FWx Martins Gulch,2018-09-03 15:00,18.7,45,0,20.8,156
FWx Martins Gulch,2018-09-03 16:00,18.6,45,0,22.2,96
FWx Martins Gulch,2018-09-03 17:00,18.1,47,0,14.6,175
FWx Martins Gulch,2018-09-03 18:00,16.5,54,0,12.5,104
FWx Martins Gulch,2018-09-03 19:00,12.7,71,0,9.2,16
FWx Martins Gulch,2018-09-03 20:00,9.8,83,0,7.3,282
FWx Martins Gulch,2018-09-03 21:00,9.4,81,0,7.5,257
FWx Martins Gulch,2018-09-03 22:00,8.6,85,0,10.2,259
FWx Martins Gulch,2018-09-03 23:00,8.5,86,0,10.3,267
FWx Martins Gulch,2018-09-04 0:00,7.8,87,0,12.1,291
FWx Martins Gulch,2018-09-04 1:00,6.7,93,0,7.6,234
FWx Martins Gulch,2018-09-04 2:00,5.7,95,0,8.3,254
FWx Martins Gulch,2018-09-04 3:00,6,90,0,8.9,227
FWx Martins Gulch,2018-09-04 4:00,5.7,90,0,8.3,219
FWx Martins Gulch,2018-09-04 5:00,5.6,91,0,7,231
FWx Martins Gulch,2018-09-04 6:00,6.5,86,0,5.1,238
FWx Martins Gulch,2018-09-04 7:00,11,70,0,4.9,274
FWx Martins Gulch,2018-09-04 8:00,16,55,0,11.8,295
FWx Martins Gulch,2018-09-04 9:00,17.7,48,0,10.9,151
FWx Martins Gulch,2018-09-04 10:00,19.1,42,0,16.2,50
FWx Martins Gulch,2018-09-04 11:00,20.2,32,0,22.6,53
FWx Martins Gulch,2018-09-04 12:00,21.1,32,0,27.4,57
FWx Martins Gulch,2018-09-04 13:00,21.2,29,0,24.8,75
FWx Martins Gulch,2018-09-04 14:00,21.6,27,0,23.9,65
FWx Martins Gulch,2018-09-04 15:00,22.2,27,0,24.4,63
FWx Martins Gulch,2018-09-04 16:00,22.2,28,0,18.7,54
FWx Martins Gulch,2018-09-04 17:00,21.6,29,0,21.1,61
FWx Martins Gulch,2018-09-04 18:00,19.6,42,0,15.1,90
FWx Martins Gulch,2018-09-04 19:00,14.5,57,0,8.8,53
FWx Martins Gulch,2018-09-04 20:00,11.3,70,0,5.4,231
FWx Martins Gulch,2018-09-04 21:00,11.1,60,0,7.5,243
FWx Martins Gulch,2018-09-04 22:00,9.9,64,0,8.5,249
FWx Martins Gulch,2018-09-04 23:00,8.6,67,0,10.2,264
FWx Martins Gulch,2018-09-05 0:00,8.3,69,0,10.4,273
FWx Martins Gulch,2018-09-05 1:00,8.8,60,0,10.2,281
FWx Martins Gulch,2018-09-05 2:00,8.9,61,0,7.6,312
FWx Martins Gulch,2018-09-05 3:00,12.1,48,0,12,330
FWx Martins Gulch,2018-09-05 4:00,13.9,44,0,17,339
FWx Martins Gulch,2018-09-05 5:00,12.9,49,0,13.7,324
FWx Martins Gulch,2018-09-05 6:00,12.8,49,0,10.8,344
FWx Martins Gulch,2018-09-05 7:00,15.5,41,0,9.9,11
FWx Martins Gulch,2018-09-05 8:00,19.5,34,0,11.1,355
FWx Martins Gulch,2018-09-05 9:00,21.1,32,0,15.6,34
FWx Martins Gulch,2018-09-05 10:00,21.6,31,0,19.8,49
FWx Martins Gulch,2018-09-05 11:00,22.3,28,0,21.2,43
FWx Martins Gulch,2018-09-05 12:00,23.7,27,0,19.8,64
FWx Martins Gulch,2018-09-05 13:00,24.9,23,0,20,76
FWx Martins Gulch,2018-09-05 14:00,25.3,22,0,22.3,73
FWx Martins Gulch,2018-09-05 15:00,25.7,22,0,17.8,60
FWx Martins Gulch,2018-09-05 16:00,25.9,23,0,20.4,55
FWx Martins Gulch,2018-09-05 17:00,25.4,23,0,16.9,43
FWx Martins Gulch,2018-09-05 18:00,22.2,35,0,11.2,126
FWx Martins Gulch,2018-09-05 19:00,18.3,44,0,7.8,234
FWx Martins Gulch,2018-09-05 20:00,17.7,44,0,8.9,287
FWx Martins Gulch,2018-09-05 21:00,16.1,48,0,9.9,278
FWx Martins Gulch,2018-09-05 22:00,14.8,52,0,11.2,276
FWx Martins Gulch,2018-09-05 23:00,14.2,54,0,9.9,268
FWx Martins Gulch,2018-09-06 0:00,12.2,60,0,9.3,230
FWx Martins Gulch,2018-09-06 1:00,12.5,58,0,11,225
FWx Martins Gulch,2018-09-06 2:00,12.5,58,0,9.3,241
FWx Martins Gulch,2018-09-06 3:00,11.7,59,0,9.3,225
FWx Martins Gulch,2018-09-06 4:00,11.7,57,0,7.5,228
FWx Martins Gulch,2018-09-06 5:00,11.5,57,0,8.6,233
FWx Martins Gulch,2018-09-06 6:00,11.8,54,0,7.6,227
FWx Martins Gulch,2018-09-06 7:00,15,43,0,7.6,233
FWx Martins Gulch,2018-09-06 8:00,21.1,33,0,7.7,265
FWx Martins Gulch,2018-09-06 9:00,23.5,26,0,10.5,116
FWx Martins Gulch,2018-09-06 10:00,24.1,25,0,14.3,135
FWx Martins Gulch,2018-09-06 11:00,25,27,0,19.4,134
FWx Martins Gulch,2018-09-06 12:00,26,26,0,18.9,136
FWx Martins Gulch,2018-09-06 13:00,26.3,24,0,23.4,236
FWx Martins Gulch,2018-09-06 14:00,26.5,20,0,27.3,258
FWx Martins Gulch,2018-09-06 15:00,26.6,17,0,28.8,251
FWx Martins Gulch,2018-09-06 16:00,26.1,17,0,24.8,249
FWx Martins Gulch,2018-09-06 17:00,25.2,20,0,24.3,265
FWx Martins Gulch,2018-09-06 18:00,23,22,0,20.4,246
FWx Martins Gulch,2018-09-06 19:00,19.2,34,0,23.1,268
FWx Martins Gulch,2018-09-06 20:00,15.9,54,0,20.6,276
FWx Martins Gulch,2018-09-06 21:00,14.9,58,0,20,288
FWx Martins Gulch,2018-09-06 22:00,14.8,56,0,15.5,270
FWx Martins Gulch,2018-09-06 23:00,13.7,64,0,15.9,292
FWx Martins Gulch,2018-09-07 0:00,12.9,66,0,16.6,274
FWx Martins Gulch,2018-09-07 1:00,13.5,64,0,16.4,281
FWx Martins Gulch,2018-09-07 2:00,13.8,64,0,21.6,277
FWx Martins Gulch,2018-09-07 3:00,13,68,0,14,286
FWx Martins Gulch,2018-09-07 4:00,12.1,74,0,11.9,242
FWx Martins Gulch,2018-09-07 5:00,11.1,89,0.25,14.8,291
FWx Martins Gulch,2018-09-07 6:00,10.8,93,0,10.7,282
FWx Martins Gulch,2018-09-07 7:00,11.7,90,0,12.6,251
FWx Martins Gulch,2018-09-07 8:00,13.6,81,0,5.4,211
FWx Martins Gulch,2018-09-07 9:00,15.7,73,0,10.1,241
FWx Martins Gulch,2018-09-07 10:00,17.7,66,0,11.5,167
FWx Martins Gulch,2018-09-07 11:00,18.1,63,0,17.8,135
FWx Martins Gulch,2018-09-07 12:00,19.3,54,0,18.2,155
FWx Martins Gulch,2018-09-07 13:00,19.7,55,0,17.3,133
FWx Martins Gulch,2018-09-07 14:00,16.4,60,0,22.5,197
FWx Martins Gulch,2018-09-07 15:00,13.9,84,0.25,33.3,260
FWx Martins Gulch,2018-09-07 16:00,13,93,0.25,22.2,282
FWx Martins Gulch,2018-09-07 17:00,12.5,92,0.26,14.4,234
FWx Martins Gulch,2018-09-07 18:00,12.2,94,0,16.2,250
FWx Martins Gulch,2018-09-07 19:00,12.1,92,0,11.6,273
FWx Martins Gulch,2018-09-07 20:00,11.9,96,0,9.5,242
FWx Martins Gulch,2018-09-07 21:00,11.9,98,0,7.9,220
FWx Martins Gulch,2018-09-07 22:00,11.7,100,0.25,6.6,168
FWx Martins Gulch,2018-09-07 23:00,11.8,100,0.25,5.9,29
FWx Martins Gulch,2018-09-08 0:00,11.7,100,0.25,6.7,255
FWx Martins Gulch,2018-09-08 1:00,11.7,99,0,10.7,208
FWx Martins Gulch,2018-09-08 2:00,11.7,95,0,14.5,221
FWx Martins Gulch,2018-09-08 3:00,10.6,98,0,11.6,263
FWx Martins Gulch,2018-09-08 4:00,11.1,96,0,17.9,282
FWx Martins Gulch,2018-09-08 5:00,11.1,98,0,12.7,259
FWx Martins Gulch,2018-09-08 6:00,11.3,99,0.25,4.9,316
FWx Martins Gulch,2018-09-08 7:00,11.9,95,0,13,223
FWx Martins Gulch,2018-09-08 8:00,12.5,94,0,12.6,232
FWx Martins Gulch,2018-09-08 9:00,13.8,87,0,17.1,232
FWx Martins Gulch,2018-09-08 10:00,14.2,81,0,18.1,225
FWx Martins Gulch,2018-09-08 11:00,14.5,84,0,15.5,269
FWx Martins Gulch,2018-09-08 12:00,15.4,81,0,13.1,246
FWx Martins Gulch,2018-09-08 13:00,14.5,87,0,15.1,224
FWx Martins Gulch,2018-09-08 14:00,13.2,94,1.02,13.9,252
FWx Martins Gulch,2018-09-08 15:00,12.3,96,1.78,15.7,128
FWx Martins Gulch,2018-09-08 16:00,12.2,96,2.54,9,246
FWx Martins Gulch,2018-09-08 17:00,13.4,92,0.25,7.9,269
FWx Martins Gulch,2018-09-08 18:00,12.8,93,0,11.8,252
FWx Martins Gulch,2018-09-08 19:00,12,96,0,8.9,194
FWx Martins Gulch,2018-09-08 20:00,11.5,98,0,11.1,253
FWx Martins Gulch,2018-09-08 21:00,11,98,0,10.9,260
FWx Martins Gulch,2018-09-08 22:00,10.7,98,0,12.3,218
FWx Martins Gulch,2018-09-08 23:00,10.5,99,0,7.4,257
FWx Martins Gulch,2018-09-09 0:00,10.3,99,0,4.9,303
FWx Martins Gulch,2018-09-09 1:00,9.9,99,0,6.7,231
FWx Martins Gulch,2018-09-09 2:00,9.7,100,0,3.8,46
FWx Martins Gulch,2018-09-09 3:00,9.7,100,0,4.1,228
FWx Martins Gulch,2018-09-09 4:00,10.3,100,0,3.9,179
FWx Martins Gulch,2018-09-09 5:00,10.3,100,0.25,4.3,71
FWx Martins Gulch,2018-09-09 6:00,10.5,100,0,8.2,95
FWx Martins Gulch,2018-09-09 7:00,11.1,100,0.51,10,97
FWx Martins Gulch,2018-09-09 8:00,12,100,0.25,5.8,46
FWx Martins Gulch,2018-09-09 9:00,12.3,99,0,6.8,108
FWx Martins Gulch,2018-09-09 10:00,13.2,94,0.25,7.8,64
FWx Martins Gulch,2018-09-09 11:00,13.2,91,1.02,5.5,137
FWx Martins Gulch,2018-09-09 12:00,13.1,95,1.02,7.3,182
FWx Martins Gulch,2018-09-09 13:00,13.4,95,0.25,7.3,103
FWx Martins Gulch,2018-09-09 14:00,13.2,94,1.27,6.7,271
FWx Martins Gulch,2018-09-09 15:00,12.4,97,4.32,7.8,266
FWx Martins Gulch,2018-09-09 16:00,12.9,96,3.05,16.7,243
FWx Martins Gulch,2018-09-09 17:00,12.5,97,1.78,30.8,254
FWx Martins Gulch,2018-09-09 18:00,11.9,97,0.51,14.1,239
FWx Martins Gulch,2018-09-09 19:00,11.4,99,0.25,14.5,255
FWx Martins Gulch,2018-09-09 20:00,11.4,98,0,13.5,260
FWx Martins Gulch,2018-09-09 21:00,11,97,0,10.6,284
FWx Martins Gulch,2018-09-09 22:00,10.9,97,0,13.2,258
FWx Martins Gulch,2018-09-09 23:00,10.8,97,0,11.8,292
FWx Martins Gulch,2018-09-10 0:00,10.4,99,1.02,7.7,246
FWx Martins Gulch,2018-09-10 1:00,10.3,98,0.51,13.6,254
FWx Martins Gulch,2018-09-10 2:00,10.2,98,0.25,12.8,275
FWx Martins Gulch,2018-09-10 3:00,10.2,97,0,19.2,242
FWx Martins Gulch,2018-09-10 4:00,10.8,95,0,25.1,240
FWx Martins Gulch,2018-09-10 5:00,10.7,96,0,27.1,237
FWx Martins Gulch,2018-09-10 6:00,11,96,0,28.5,222
FWx Martins Gulch,2018-09-10 7:00,11.4,95,0,24.9,217
FWx Martins Gulch,2018-09-10 8:00,11.4,96,0.25,21.3,209
FWx Martins Gulch,2018-09-10 9:00,11.7,97,0.25,17.3,150
FWx Martins Gulch,2018-09-10 10:00,11.8,96,0.76,14.9,177
FWx Martins Gulch,2018-09-10 11:00,12.8,92,0.51,20,203
FWx Martins Gulch,2018-09-10 12:00,13.3,91,0.51,22.2,214
FWx Martins Gulch,2018-09-10 13:00,12.5,95,1.78,30.1,258
FWx Martins Gulch,2018-09-10 14:00,14.2,87,0.25,26.9,243
FWx Martins Gulch,2018-09-10 15:00,13.7,91,0.51,25.8,244
FWx Martins Gulch,2018-09-10 16:00,13.3,90,0,26,247
FWx Martins Gulch,2018-09-10 17:00,12.4,92,0.25,27.9,239
FWx Martins Gulch,2018-09-10 18:00,11.8,95,0.76,25.6,251
FWx Martins Gulch,2018-09-10 19:00,11.5,97,0,19.4,260
FWx Martins Gulch,2018-09-10 20:00,11.2,95,0,15.5,244
FWx Martins Gulch,2018-09-10 21:00,11.3,93,0,18.2,257
FWx Martins Gulch,2018-09-10 22:00,11.1,93,0,17,259
FWx Martins Gulch,2018-09-10 23:00,11.3,94,0,12.5,245
FWx Martins Gulch,2018-09-11 0:00,11.2,94,0,19.1,238
FWx Martins Gulch,2018-09-11 1:00,11.2,94,0,18.6,238
FWx Martins Gulch,2018-09-11 2:00,11.1,95,0,15.6,245
FWx Martins Gulch,2018-09-11 3:00,11,96,2.8,18.5,211
FWx Martins Gulch,2018-09-11 4:00,10.9,96,1.52,8.9,202
FWx Martins Gulch,2018-09-11 5:00,10,99,1.27,9,145
FWx Martins Gulch,2018-09-11 6:00,9.2,99,0,6.7,244
FWx Martins Gulch,2018-09-11 7:00,9.9,99,0.25,8.1,286
FWx Martins Gulch,2018-09-11 8:00,11,98,0,6.9,279
FWx Martins Gulch,2018-09-11 9:00,11.7,94,0,9.2,260
FWx Martins Gulch,2018-09-11 10:00,13.5,85,0,7.9,150
FWx Martins Gulch,2018-09-11 11:00,15,71,0,22,220
FWx Martins Gulch,2018-09-11 12:00,14.9,71,0,22.4,254
FWx Martins Gulch,2018-09-11 13:00,15.1,65,0,26.8,242
FWx Martins Gulch,2018-09-11 14:00,14.3,69,0,23.6,259
FWx Martins Gulch,2018-09-11 15:00,16.1,59,0,14.5,237
FWx Martins Gulch,2018-09-11 16:00,13.3,75,0,19.7,256
FWx Martins Gulch,2018-09-11 17:00,14.4,68,0,13.6,153
FWx Martins Gulch,2018-09-11 18:00,13.3,78,0,13.1,231
FWx Martins Gulch,2018-09-11 19:00,11.5,87,0,16.9,218
FWx Martins Gulch,2018-09-11 20:00,9.7,95,0,12.1,233
FWx Martins Gulch,2018-09-11 21:00,9.4,98,0,5.8,280
FWx Martins Gulch,2018-09-11 22:00,9.7,94,0,8.3,283
FWx Martins Gulch,2018-09-11 23:00,9.2,97,0,7.7,273
FWx Martins Gulch,2018-09-12 0:00,9.4,95,0,5.8,282
FWx Martins Gulch,2018-09-12 1:00,9.5,97,0,8.7,271
FWx Martins Gulch,2018-09-12 2:00,9.7,94,0,9,296
FWx Martins Gulch,2018-09-12 3:00,8.3,98,0,5.2,249
FWx Martins Gulch,2018-09-12 4:00,7.3,99,0,6.5,237
FWx Martins Gulch,2018-09-12 5:00,6.8,99,0,6.9,294
FWx Martins Gulch,2018-09-12 6:00,6.6,100,0,7.4,264
FWx Martins Gulch,2018-09-12 7:00,7.6,99,0,7.6,254
FWx Martins Gulch,2018-09-12 8:00,9.8,95,0,7.9,256
FWx Martins Gulch,2018-09-12 9:00,12,86,0,6,262
FWx Martins Gulch,2018-09-12 10:00,13.1,77,0,9.1,81
FWx Martins Gulch,2018-09-12 11:00,14.4,70,0,13.5,149
FWx Martins Gulch,2018-09-12 12:00,13.5,82,0.25,17.4,159
FWx Martins Gulch,2018-09-12 13:00,11.2,89,7.62,12.7,321
FWx Martins Gulch,2018-09-12 14:00,11.2,96,1.27,9.6,274
FWx Martins Gulch,2018-09-12 15:00,12.6,93,0,7.5,275
FWx Martins Gulch,2018-09-12 16:00,12.8,90,0,7.6,262
FWx Martins Gulch,2018-09-12 17:00,12.2,92,0,6,207
FWx Martins Gulch,2018-09-12 18:00,11.8,95,0.25,6.6,280
FWx Martins Gulch,2018-09-12 19:00,11.1,97,0.76,7.6,263
FWx Martins Gulch,2018-09-12 20:00,10.3,98,0,6.8,295
FWx Martins Gulch,2018-09-12 21:00,9,99,0,9.1,305
FWx Martins Gulch,2018-09-12 22:00,8.7,99,0,11.7,294
FWx Martins Gulch,2018-09-12 23:00,9,97,0,11.9,283
FWx Martins Gulch,2018-09-13 0:00,9,96,0,10.5,298
FWx Martins Gulch,2018-09-13 1:00,8.8,96,0,9.2,264
FWx Martins Gulch,2018-09-13 2:00,8.7,97,0,8.8,267
FWx Martins Gulch,2018-09-13 3:00,8.8,96,0,8.1,305
FWx Martins Gulch,2018-09-13 4:00,9.3,90,0,11,301
FWx Martins Gulch,2018-09-13 5:00,8.5,97,0,16.4,254
FWx Martins Gulch,2018-09-13 6:00,8.4,98,0,8.5,241
FWx Martins Gulch,2018-09-13 7:00,8.8,97,0,6.6,248
FWx Martins Gulch,2018-09-13 8:00,10.3,89,0,16.2,272
FWx Martins Gulch,2018-09-13 9:00,11.1,86,0,15.3,269
FWx Martins Gulch,2018-09-13 10:00,12.6,76,0,17.9,259
FWx Martins Gulch,2018-09-13 11:00,14.4,65,0,17,265
FWx Martins Gulch,2018-09-13 12:00,15.2,59,0,20.3,257
FWx Martins Gulch,2018-09-13 13:00,16.4,51,0,20.2,264
FWx Martins Gulch,2018-09-13 14:00,17,47,0,23.6,251
FWx Martins Gulch,2018-09-13 15:00,17.1,51,0,23.3,224
FWx Martins Gulch,2018-09-13 16:00,15.9,60,0,22.7,351
FWx Martins Gulch,2018-09-13 17:00,16.1,58,0,15.2,233
FWx Martins Gulch,2018-09-13 18:00,13.8,76,0,12.5,129
FWx Martins Gulch,2018-09-13 19:00,10.2,90,0,7.6,33
FWx Martins Gulch,2018-09-13 20:00,9.6,95,0,9,264
FWx Martins Gulch,2018-09-13 21:00,8.7,98,0,8.2,252
FWx Martins Gulch,2018-09-13 22:00,7.8,99,0,7,255
FWx Martins Gulch,2018-09-13 23:00,7,99,0,8.6,261
FWx Martins Gulch,2018-09-14 0:00,6.6,99,0,8.8,280
FWx Martins Gulch,2018-09-14 1:00,6.6,98,0,7.2,253
FWx Martins Gulch,2018-09-14 2:00,6,99,0,8.2,262
FWx Martins Gulch,2018-09-14 3:00,7,93,0,11.6,282
FWx Martins Gulch,2018-09-14 4:00,6.3,96,0,9.1,278
FWx Martins Gulch,2018-09-14 5:00,5.9,98,0,7.1,279
FWx Martins Gulch,2018-09-14 6:00,5.6,98,0,6.6,240
FWx Martins Gulch,2018-09-14 7:00,6.1,99,0,6,234
FWx Martins Gulch,2018-09-14 8:00,8.7,93,0,6,251
FWx Martins Gulch,2018-09-14 9:00,11.4,79,0,12.3,258
FWx Martins Gulch,2018-09-14 10:00,12.7,71,0,14,240
FWx Martins Gulch,2018-09-14 11:00,15.1,63,0,14.1,267
FWx Martins Gulch,2018-09-14 12:00,15,60,0,18.7,214
FWx Martins Gulch,2018-09-14 13:00,15.8,52,0,20,249
FWx Martins Gulch,2018-09-14 14:00,14.3,63,0,18.9,232
FWx Martins Gulch,2018-09-14 15:00,13.2,72,0,26.9,123
FWx Martins Gulch,2018-09-14 16:00,13.4,75,0,13.1,110
FWx Martins Gulch,2018-09-14 17:00,12.8,76,0,12.4,116
FWx Martins Gulch,2018-09-14 18:00,11.3,84,0,9.9,118
FWx Martins Gulch,2018-09-14 19:00,10.5,88,0,9.2,252
FWx Martins Gulch,2018-09-14 20:00,9.6,97,0.51,5.9,261
FWx Martins Gulch,2018-09-14 21:00,9.2,99,0.25,3.9,267
FWx Martins Gulch,2018-09-14 22:00,8.9,99,0.25,5,255
FWx Martins Gulch,2018-09-14 23:00,8.3,99,0,4.5,259
FWx Martins Gulch,2018-09-15 0:00,8.5,100,0,5.3,233
FWx Martins Gulch,2018-09-15 1:00,8.5,100,0,3.9,8
FWx Martins Gulch,2018-09-15 2:00,8.5,100,0,3.7,255
FWx Martins Gulch,2018-09-15 3:00,8.5,100,0,3.8,104
FWx Martins Gulch,2018-09-15 4:00,8,100,0,1.7,141
FWx Martins Gulch,2018-09-15 5:00,8.3,100,1.27,3.8,329
FWx Martins Gulch,2018-09-15 6:00,8.3,100,0.76,3.9,43
FWx Martins Gulch,2018-09-15 7:00,8.6,100,0.25,3.9,240
FWx Martins Gulch,2018-09-15 8:00,9.6,100,0.51,3.8,235
FWx Martins Gulch,2018-09-15 9:00,10.8,90,0.25,9.7,229
FWx Martins Gulch,2018-09-15 10:00,11.5,87,0,11.6,220
FWx Martins Gulch,2018-09-15 11:00,12.5,80,0,14.1,201
FWx Martins Gulch,2018-09-15 12:00,13.7,69,0,21.2,242
FWx Martins Gulch,2018-09-15 13:00,14,69,0,20.1,252
FWx Martins Gulch,2018-09-15 14:00,13.5,69,0,18.4,248
FWx Martins Gulch,2018-09-15 15:00,13.5,72,0,18.7,267
FWx Martins Gulch,2018-09-15 16:00,12.6,84,0,13.8,217
FWx Martins Gulch,2018-09-15 17:00,10.7,97,1.02,13.4,91
FWx Martins Gulch,2018-09-15 18:00,10.2,98,1.78,8.8,68
FWx Martins Gulch,2018-09-15 19:00,10,99,0.51,4.1,237
FWx Martins Gulch,2018-09-15 20:00,9.6,99,0,6.6,260
FWx Martins Gulch,2018-09-15 21:00,9.3,99,0.76,5.1,232
FWx Martins Gulch,2018-09-15 22:00,9.1,99,1.02,7,253
FWx Martins Gulch,2018-09-15 23:00,9,99,0.51,5.3,288
FWx Martins Gulch,2018-09-16 0:00,8.9,100,0.25,4.1,223
FWx Martins Gulch,2018-09-16 1:00,8.9,100,0.25,4,216
FWx Martins Gulch,2018-09-16 2:00,9,100,0.51,5.2,287
FWx Martins Gulch,2018-09-16 3:00,9.1,100,1.02,7.5,248
FWx Martins Gulch,2018-09-16 4:00,8.9,100,3.56,8.3,272
FWx Martins Gulch,2018-09-16 5:00,8.3,99,0.51,8.2,237
FWx Martins Gulch,2018-09-16 6:00,8.6,93,0,13.5,77
FWx Martins Gulch,2018-09-16 7:00,8.5,93,0.25,12.5,237
FWx Martins Gulch,2018-09-16 8:00,10.2,89,0,21.3,224
FWx Martins Gulch,2018-09-16 9:00,10.6,88,0,22.7,228
FWx Martins Gulch,2018-09-16 10:00,11.2,83,0,22.8,211
FWx Martins Gulch,2018-09-16 11:00,10.2,89,0.25,35.3,222
FWx Martins Gulch,2018-09-16 12:00,9.6,97,2.54,25.7,141
FWx Martins Gulch,2018-09-16 13:00,9.9,95,2.54,37.5,218
FWx Martins Gulch,2018-09-16 14:00,10.6,85,0,38.1,247
FWx Martins Gulch,2018-09-16 15:00,9.7,91,0,38.1,243
FWx Martins Gulch,2018-09-16 16:00,11.7,77,0,34.3,248
FWx Martins Gulch,2018-09-16 17:00,10,85,0,34.9,251
FWx Martins Gulch,2018-09-16 18:00,9.4,89,0,28.1,261
FWx Martins Gulch,2018-09-16 19:00,8.9,90,0,31.2,258
FWx Martins Gulch,2018-09-16 20:00,8.1,90,0,30.1,263
FWx Martins Gulch,2018-09-16 21:00,8,90,0,24.8,252
FWx Martins Gulch,2018-09-16 22:00,8.1,88,0,21.8,232
FWx Martins Gulch,2018-09-16 23:00,7.8,84,0,19.8,286
FWx Martins Gulch,2018-09-17 0:00,6.2,95,0,15.4,260
FWx Martins Gulch,2018-09-17 1:00,5.4,97,0,12.1,305
FWx Martins Gulch,2018-09-17 2:00,5.2,96,0,13,306
FWx Martins Gulch,2018-09-17 3:00,4,99,0,10.5,301
FWx Martins Gulch,2018-09-17 4:00,4.3,98,0,11.7,261
FWx Martins Gulch,2018-09-17 5:00,4.5,98,0,13,300
FWx Martins Gulch,2018-09-17 6:00,4.8,93,0,12.6,293
FWx Martins Gulch,2018-09-17 7:00,5.4,89,0,12.7,287
FWx Martins Gulch,2018-09-17 8:00,8.9,72,0,11.6,270
FWx Martins Gulch,2018-09-17 9:00,12.1,61,0,8.3,144
FWx Martins Gulch,2018-09-17 10:00,12.9,68,0,15.5,100
FWx Martins Gulch,2018-09-17 11:00,12.4,62,0,17.4,79
FWx Martins Gulch,2018-09-17 12:00,13.9,59,0,15.7,68
FWx Martins Gulch,2018-09-17 13:00,14.2,60,0,16.5,84
FWx Martins Gulch,2018-09-17 14:00,15,56,0,17.8,176
FWx Martins Gulch,2018-09-17 15:00,13.9,52,0,18.1,163
FWx Martins Gulch,2018-09-17 16:00,14.9,49,0,14.6,163
FWx Martins Gulch,2018-09-17 17:00,14.6,50,0,12.3,175
FWx Martins Gulch,2018-09-17 18:00,12.4,61,0,11.6,198
FWx Martins Gulch,2018-09-17 19:00,7.9,85,0,8.7,257
FWx Martins Gulch,2018-09-17 20:00,6.9,94,0,9,275
FWx Martins Gulch,2018-09-17 21:00,6.3,95,0,9.2,271
FWx Martins Gulch,2018-09-17 22:00,5.6,97,0,11.2,258
FWx Martins Gulch,2018-09-17 23:00,5.6,96,0,10.4,256
FWx Martins Gulch,2018-09-18 0:00,4.8,98,0,7.9,228
FWx Martins Gulch,2018-09-18 1:00,4.4,99,0,8.3,246
FWx Martins Gulch,2018-09-18 2:00,5.2,99,0,10.1,248
FWx Martins Gulch,2018-09-18 3:00,4.4,99,0,9.5,245
FWx Martins Gulch,2018-09-18 4:00,3.9,99,0.25,8.1,246
FWx Martins Gulch,2018-09-18 5:00,3.6,99,0,6.9,230
FWx Martins Gulch,2018-09-18 6:00,3.4,99,0,8.8,228
FWx Martins Gulch,2018-09-18 7:00,4.4,98,0,7.2,230
FWx Martins Gulch,2018-09-18 8:00,8.6,86,0,5.8,233
FWx Martins Gulch,2018-09-18 9:00,12.5,67,0,9.5,109
FWx Martins Gulch,2018-09-18 10:00,13.4,61,0,12.9,130
FWx Martins Gulch,2018-09-18 11:00,14.3,49,0,16.6,92
FWx Martins Gulch,2018-09-18 12:00,15.4,49,0,16.8,104
FWx Martins Gulch,2018-09-18 13:00,16.7,49,0,20.3,89
FWx Martins Gulch,2018-09-18 14:00,16.3,51,0,17.7,182
FWx Martins Gulch,2018-09-18 15:00,16.5,55,0,22,149
FWx Martins Gulch,2018-09-18 16:00,15.5,56,0,14.5,105
FWx Martins Gulch,2018-09-18 17:00,14.8,58,0,12.9,117
FWx Martins Gulch,2018-09-18 18:00,11.1,82,0,6.1,46
FWx Martins Gulch,2018-09-18 19:00,9.4,85,0,10.8,269
FWx Martins Gulch,2018-09-18 20:00,8.9,86,0,11.1,267
FWx Martins Gulch,2018-09-18 21:00,8.6,83,0,11.9,280
FWx Martins Gulch,2018-09-18 22:00,8,86,0,11.9,280
FWx Martins Gulch,2018-09-18 23:00,7,91,0,11,258
FWx Martins Gulch,2018-09-19 0:00,6.3,93,0,9.5,253
FWx Martins Gulch,2018-09-19 1:00,5.9,95,0,10.3,240
FWx Martins Gulch,2018-09-19 2:00,5.2,97,0,8.3,245
FWx Martins Gulch,2018-09-19 3:00,5.6,95,0,8.5,227
FWx Martins Gulch,2018-09-19 4:00,5.2,98,0,7.1,232
FWx Martins Gulch,2018-09-19 5:00,4.9,98,0,7,229
FWx Martins Gulch,2018-09-19 6:00,4.8,99,0,7.3,227
FWx Martins Gulch,2018-09-19 7:00,5.8,98,0,7.2,230
FWx Martins Gulch,2018-09-19 8:00,10.1,83,0,7.1,235
FWx Martins Gulch,2018-09-19 9:00,14.3,62,0,7.6,256
FWx Martins Gulch,2018-09-19 10:00,15.7,50,0,11.7,149
FWx Martins Gulch,2018-09-19 11:00,16.4,46,0,14.2,153
