source,Turbid.FTUeq,NO3.Neq_ppm,TOCeq_ppm,DOCeq_ppm,SAC254_Abs.m,SAC436_Abs.m,trip,measurement,site,sample_type,sample,dt_sampled,fillStage_cm
Trip7,0,0.522,12.585,10.002,NaN,NaN,7,4,Weeks-out,Grab,R3,2019-04-10T19:00:00Z,61
Trip7,0,0,3.978,3.321,NaN,NaN,7,5,Chris-crk,Grab,Grab,2019-04-10T20:15:00Z,25
Trip7,0,0.079,5.266,4.419,NaN,NaN,7,6,Cragg-crk,Grab,R1,2019-04-10T22:00:00Z,41
Trip7,0,0.078,5.239,4.399,NaN,NaN,7,7,Cragg-crk,Grab,R2,2019-04-10T22:00:00Z,NA
Trip7,0,0.073,5.218,4.419,NaN,NaN,7,8,Cragg-crk,Grab,R3,2019-04-10T22:00:00Z,NA
Trip7,0,0.14,6.206,4.644,NaN,NaN,7,9,West-Leech,Rack,L1,NA,32
Trip7,0,0.104,5.82,4.817,NaN,NaN,7,10,West-Leech,Grab,Grab,2019-04-11T17:45:00Z,30
Trip7,0,0.041,5.862,4.908,NaN,NaN,7,11,Tunnel,Grab,R1,2019-04-11T19:30:00Z,23
Trip7,0,0.054,5.851,4.887,NaN,NaN,7,12,Tunnel,Grab,R2,2019-04-11T19:30:00Z,23
Trip7,0,0.032,5.895,4.908,NaN,NaN,7,13,Tunnel,Grab,R3,2019-04-11T19:30:00Z,23
Trip7,0,0,1.312,1.225,NaN,NaN,7,14,Lab,QA-QC,RO,NA,NA
Trip7,0,1.128,5.41,5.25,NaN,NaN,7,15,Lab,QA-QC,CAL-VER_A1_5.614ppm,NA,NA
Trip7,0,1.237,5.504,5.233,NaN,NaN,7,16,Lab,QA-QC,CAL-VER_A2_5.319ppm,NA,NA
Trip7,0,0,1.288,1.238,NaN,NaN,7,17,Lab,QA-QC,RO,NA,NA
Trip7,0,1.242,4.992,4.813,NaN,NaN,7,18,Lab,QA-QC,CAL-VER_B1_5.083ppm,NA,NA
Trip7,0,1.286,5.356,5.2,NaN,NaN,7,19,Lab,QA-QC,CAL-VER_B2_5.346ppm,NA,NA
Trip7,0,0,1.278,1.234,NaN,NaN,7,20,Lab,QA-QC,RO,NA,NA
Trip9,0,0.301,10.403,8.624,NaN,NaN,9,1,Judge-crk,Grab,FP0531,2019-05-31T15:10:00Z,NA
Trip9,0,0,4.528,3.576,NaN,NaN,9,2,Rithet,Grab,FP0531,2019-05-31T15:30:00Z,NA
Trip9,0,0,3.366,2.857,NaN,NaN,9,3,Lazar,Grab,FP0531,2019-05-31T15:50:00Z,NA
Trip9,0,0.293,10.527,8.853,NaN,NaN,9,4,Jarvis,Grab,FP0531,2019-05-31T16:00:00Z,NA
Trip9,0,0.077,6.341,5.254,NaN,NaN,9,5,Leech-head,Grab,FP0531,2019-05-31T16:45:00Z,NA
Trip9,0,0.607,15.778,12.543,NaN,NaN,9,6,Weeks-out,Grab,FP0531,2019-05-31T17:00:00Z,NA
Trip9,0,0.615,16.751,13.312,NaN,NaN,9,7,Weeks-out,Grab,FP0531,2019-05-31T17:00:00Z,NA
Trip9,0,0,4.367,3.648,NaN,NaN,9,8,Chris-crk,Grab,FP0531,2019-05-31T17:30:00Z,NA
Trip9,0,0,3.079,2.652,NaN,NaN,9,9,Cragg-crk,Grab,FP0531,2019-05-31T18:15:00Z,NA
Trip9,0,0,3.088,2.633,NaN,NaN,9,10,West-Leech,Grab,FP0531,2019-05-31T19:15:00Z,NA
Trip9,0,0,3.064,2.675,NaN,NaN,9,11,Tunnel,Grab,FP0531,2019-05-31T20:15:00Z,NA
